active ingredients	drug ID	drug label	disease name	disease ID	disease label	indication	drug|disease	original source text	contraindication
CHOLIC ACID	CHEBI:16359	Cholic Acid	INBORN ERRORS OF BILE ACID METABOLISM	MONDO:0019052	inborn errors of metabolism	True	MONDO:0019052|CHEBI:16359		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	PLAGUE	MONDO:0019095	plague	True	MONDO:0019095|CHEBI:133011		False
ECULIZUMAB	UNII:A3ULP0F556	Eculizumab	NEUROMYELITIS OPTICA SPECTRUM DISORDER (NMOSD)	MONDO:0019100	neuromyelitis optica	True	MONDO:0019100|UNII:A3ULP0F556		False
{'TRIMETREXATE'}	CHEBI:9737	Trimetrexate	PNEUMOCYSTIS CARINII PNEUMONIA (PCP)	MONDO:0019121	pneumocystosis	True	MONDO:0019121|CHEBI:9737		False
AVACOPAN	UNII:O880NM097T	Avacopan	MICROSCOPIC POLYANGIITIS	MONDO:0019124	microscopic polyangiitis	True	MONDO:0019124|UNII:O880NM097T		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MICROSCOPIC POLYANGIITIS (MPA)	MONDO:0019124	microscopic polyangiitis	True	MONDO:0019124|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MICROSCOPIC POLYANGIITIS (MPA)	MONDO:0019124	microscopic polyangiitis	True	MONDO:0019124|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MICROSCOPIC POLYANGIITIS (MPA)	MONDO:0019124	microscopic polyangiitis	True	MONDO:0019124|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MICROSCOPIC POLYANGIITIS (MPA)	MONDO:0019124	microscopic polyangiitis	True	MONDO:0019124|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MICROSCOPIC POLYANGIITIS (MPA)	MONDO:0019124	microscopic polyangiitis	True	MONDO:0019124|UNII:4F4X42SYQ6		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	Q FEVER	MONDO:0019186	Q fever	True	MONDO:0019186|CHEBI:133011		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	SHIGELLA INFECTIONS	MONDO:0019345	shigellosis	True	MONDO:0019345|CHEBI:133011		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	ROCKY MOUNTAIN SPOTTED FEVER	MONDO:0019359	Rocky mountain spotted fever	True	MONDO:0019359|CHEBI:133011		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	RICKETTSIALPOX	MONDO:0019360	rickettsialpox	True	MONDO:0019360|CHEBI:133011		False
ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	ENTHESITIS-RELATED ARTHRITIS	MONDO:0019437	enthesitis-related juvenile idiopathic arthritis	True	MONDO:0019437|UNII:FYS6T7F842		False
DARINAPARSIN	CHEBI:94295	Darinaparsin	RELAPSED OR REFRACTORY PERIPHERAL T-CELL LYMPHOMA	MONDO:0019476	primary cutaneous peripheral T-cell lymphoma not otherwise specified	True	MONDO:0019476|CHEBI:94295		False
{'CIMETIDINE'}	CHEBI:3699	Cimetidine	ZOLLINGER-ELLISON SYNDROME	MONDO:0019610	Zollinger-Ellison syndrome	True	MONDO:0019610|CHEBI:3699		False
{'FAMOTIDINE'}	CHEBI:4975	Famotidine	ZOLLINGER-ELLISON SYNDROME	MONDO:0019610	Zollinger-Ellison syndrome	True	MONDO:0019610|CHEBI:4975		False
{'RANITIDINE'}	CHEBI:8776	ranitidine	ZOLLINGER-ELLISON SYNDROME	MONDO:0019610	Zollinger-Ellison syndrome	True	MONDO:0019610|CHEBI:8776		False
{'RANITIDINE'}	CHEBI:8776	ranitidine	ZOLLINGER-ELLISON SYNDROME	MONDO:0019610	Zollinger-Ellison syndrome	True	MONDO:0019610|CHEBI:8776		False
BEROTRALSTAT	UNII:XZA0KB1BDQ	Berotralstat	HEREDITARY ANGIOEDEMA	MONDO:0019623	hereditary angioedema	True	MONDO:0019623|UNII:XZA0KB1BDQ		False
HUMAN C1-INACTIVATOR	CHEBI:5931	insulin human	HEREDITARY ANGIOEDEMA	MONDO:0019623	hereditary angioedema	True	MONDO:0019623|CHEBI:5931		False
LANADELUMAB	UNII:2372V1TKXK	Lanadelumab	HEREDITARY ANGIOEDEMA	MONDO:0019623	hereditary angioedema	True	MONDO:0019623|UNII:2372V1TKXK		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	RELAPSING FEVER	MONDO:0019633	relapsing fever	True	MONDO:0019633|CHEBI:133011		False
CAPLACIZUMAB 	UNII:2R27AB6766	Caplacizumab	ACQUIRED THROMBOTIC THROMBOCYTOPENIC PURPURA	MONDO:0019740	acquired thrombotic thrombocytopenic purpura	True	MONDO:0019740|UNII:2R27AB6766		False
PEGVISOMANT	UNII:N824AOU5XV	Pegvisomant	ACROMEGALY	MONDO:0019933	acromegaly	True	MONDO:0019933|UNII:N824AOU5XV		False
ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	UVEITIS	MONDO:0020283	uveitis	True	MONDO:0020283|UNII:FYS6T7F842		False
BELUMOSUDIL MESILATE	UNII:834YJF89WO	Belumosudil	CHRONIC GRAFT-VERSUS-HOST DISEASE	MONDO:0020547	chronic graft versus host disease	True	MONDO:0020547|UNII:834YJF89WO		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	ESCHERICHIA COLI INFECTIONS	MONDO:0020920	escherichia coli infection	True	MONDO:0020920|CHEBI:133011		False
CEFIDEROCOL TOSILATE SULFATE HYDRATE	CHEBI:140376	Cefiderocol	INFECTIONS CAUSED BY CEFIDEROCOL- SENSITIVE ESCHERICHIA COLI	MONDO:0020920	escherichia coli infection	True	MONDO:0020920|CHEBI:140376		False
RELEBACTAM HYDRATE/IMIPENEM HYDRATE/CILASTATIN SODIUM	RXCUI:2184139	cilastatin / imipenem / relebactam Injectable Product	INFECTIONS CAUSED BY RECARBRIO-SENSITIVE ESCHERICHIA COLI (RESISTANT TO CARBAPENEM ANTIMICROBIAL DRUGS)	MONDO:0020920	escherichia coli infection	True	MONDO:0020920|RXCUI:2184139		False
{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime	MENINGITIS	MONDO:0021108	meningitis	True	MONDO:0021108|CHEBI:553473		False
{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime	MENINGITIS	MONDO:0021108	meningitis	True	MONDO:0021108|CHEBI:553473		False
ETHYL ICOSAPENTATE	CHEBI:84883	Icosapent ethyl	HYPERLIPIDEMIA	MONDO:0021187	hyperlipidemia	True	MONDO:0021187|CHEBI:84883		False
{'TROVAFLOXACIN'}	CHEBI:9763	Trovafloxacin	COMPLICATED SKIN AND SKIN STRUCTURE INFECTIONS	MONDO:0021201	skin infection	True	MONDO:0021201|CHEBI:9763		False
{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime	SKIN AND SKIN STRUCTURE INFECTIONS	MONDO:0021201	skin infection	True	MONDO:0021201|CHEBI:553473		False
{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime	SKIN AND SKIN STRUCTURE INFECTIONS	MONDO:0021201	skin infection	True	MONDO:0021201|CHEBI:553473		False
{'LOMEFLOXACIN'}	CHEBI:116278	Lomefloxacin	SKIN AND SKIN STRUCTURE INFECTIONS (E.G.	MONDO:0021201	skin infection	True	MONDO:0021201|CHEBI:116278		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	SKIN AND SOFT-TISSUE INFECTIONS	MONDO:0021201	skin infection	True	MONDO:0021201|CHEBI:133011		False
{'PHENAZOPYRIDINE', 'SULFAMETHIZOLE', 'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	URETERITIS	MONDO:0021960	ureteritis	True	MONDO:0021960|CHEBI:133011		False
DEUCRAVACITINIB	UNII:N0A21N6RAU	Deucravacitinib	PUSTULAR PSORIASIS	MONDO:0022205	pustular psoriasis	True	MONDO:0022205|UNII:N0A21N6RAU		False
SPESOLIMAB 	UNII:5IB2J79MCX	Spesolimab	PUSTULAR PSORIASIS	MONDO:0022205	pustular psoriasis	True	MONDO:0022205|UNII:5IB2J79MCX		False
EPOETIN ALFA	PUBCHEM.COMPOUND:92043599	epoetin alfa	ANAEMIA ASSOCIATED WITH CHRONIC RENAL FAILURE	MONDO:0024327	chronic renal failure syndrome	True	MONDO:0024327|PUBCHEM.COMPOUND:92043599		False
EPOETIN ALFA	PUBCHEM.COMPOUND:92043599	epoetin alfa	ANAEMIA ASSOCIATED WITH CHRONIC RENAL FAILURE	MONDO:0024327	chronic renal failure syndrome	True	MONDO:0024327|PUBCHEM.COMPOUND:92043599		False
EPOETIN ALFA	PUBCHEM.COMPOUND:92043599	epoetin alfa	ANAEMIA ASSOCIATED WITH CHRONIC RENAL FAILURE (CRF)	MONDO:0024327	chronic renal failure syndrome	True	MONDO:0024327|PUBCHEM.COMPOUND:92043599		False
EPOETIN ALFA	PUBCHEM.COMPOUND:92043599	epoetin alfa	ANAEMIA ASSOCIATED WITH CHRONIC RENAL FAILURE (CRF)	MONDO:0024327	chronic renal failure syndrome	True	MONDO:0024327|PUBCHEM.COMPOUND:92043599		False
N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	CHRONIC RENAL FAILURE	MONDO:0024327	chronic renal failure syndrome	True	MONDO:0024327|DRUGBANK:DB00083		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	KLEBSIELLA INFECTIONS (RESPIRATORY AND URINARY)	MONDO:0024355	respiratory tract infectious disorder	True	MONDO:0024355|CHEBI:133011		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	CLOSTRIDIUM INFECTIONS	MONDO:0024388	Clostridium infectious disease	True	MONDO:0024388|CHEBI:133011		False
EX VIVO EXPANDED AUTOLOGOUS HUMAN CORNEAL EPITHELIAL CELLS CONTAINING STEM CELLS	CHEBI:5931	insulin human	LIMBAL STEM CELL DEFICIENCY (LSCD)	MONDO:0025667	limbal stem cell deficiency	True	MONDO:0025667|CHEBI:5931		False
NEMOLIZUMAB 	UNII:GN465U8B72	Nemolizumab	PRURIGO NODULARIS	MONDO:0026045	prurigo nodularis	True	MONDO:0026045|UNII:GN465U8B72		False
CEFIDEROCOL TOSILATE SULFATE HYDRATE	CHEBI:140376	Cefiderocol	INFECTIONS CAUSED BY KLEBSIELLA PNEUMONIAE	MONDO:0030602	Klebsiella pneumonia	True	MONDO:0030602|CHEBI:140376		False
CEFIDEROCOL TOSILATE SULFATE HYDRATE	CHEBI:140376	Cefiderocol	INFECTIONS CAUSED BY KLEBSIELLA SPP	MONDO:0030603	Klebsiella infectious disease	True	MONDO:0030603|CHEBI:140376		False
RELEBACTAM HYDRATE/IMIPENEM HYDRATE/CILASTATIN SODIUM	RXCUI:2184139	cilastatin / imipenem / relebactam Injectable Product	INFECTIONS CAUSED BY KLEBSIELLA SPP. (RESISTANT TO CARBAPENEM ANTIMICROBIAL DRUGS)	MONDO:0030603	Klebsiella infectious disease	True	MONDO:0030603|RXCUI:2184139		False
SUSOCTOCOG ALFA 	UNII:VQ723R7O8R	Lonoctocog alfa	ACQUIRED HEMOPHILIA A	MONDO:0035735	acquired hemophilia A	True	MONDO:0035735|UNII:VQ723R7O8R		False
{'GABAPENTIN'}	CHEBI:42797	Gabapentin	POSTHERPETIC NEURALGIA	MONDO:0041052	postherpetic neuralgia	True	MONDO:0041052|CHEBI:42797		False
CLOPIDOGREL	CHEBI:3759	Plavix	ST-SEGMENT-ELEVATION ACUTE MYOCARDIAL INFARCTION	MONDO:0041656	ST-elevation myocardial infarction	True	MONDO:0041656|CHEBI:3759		False
{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	INFECTIVE CONJUNCTIVITIDES	MONDO:0042485	infective arthritis	True	MONDO:0042485|CHEBI:133011		False
{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime	SEPTICEMIA	MONDO:0042972	meningococcemia	True	MONDO:0042972|CHEBI:553473		False
{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime	SEPTICEMIA	MONDO:0042972	meningococcemia	True	MONDO:0042972|CHEBI:553473		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	ENTEROBACTER AEROGENES INFECTIONS	MONDO:0043544	nosocomial infection	True	MONDO:0043544|CHEBI:133011		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	HERELLEA INFECTIONS	MONDO:0043544	nosocomial infection	True	MONDO:0043544|CHEBI:133011		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MIMA INFECTIONS	MONDO:0043544	nosocomial infection	True	MONDO:0043544|CHEBI:133011		False
{'BACLOFEN'}	CHEBI:187893	Baclofen	SPINAL CORD INJURIES	MONDO:0043797	spinal cord injury	True	MONDO:0043797|CHEBI:187893		False
{'BACLOFEN'}	CHEBI:187893	Baclofen	SPINAL CORD INJURIES	MONDO:0043797	spinal cord injury	True	MONDO:0043797|CHEBI:187893		False
{'DANTROLENE'}	CHEBI:4317	dantrolene	SPINAL CORD INJURY	MONDO:0043797	spinal cord injury	True	MONDO:0043797|CHEBI:4317		False
CEFIDEROCOL TOSILATE SULFATE HYDRATE	CHEBI:140376	Cefiderocol	INFECTIONS CAUSED BY BURKHOLDERIA SPP	MONDO:0043953	burkholderia infectious disease	True	MONDO:0043953|CHEBI:140376		False
{'PROMETHAZINE'}	CHEBI:8461	Promethazine	ANAPHYLAXIS	MONDO:0100053	anaphylaxis	True	MONDO:0100053|CHEBI:8461		False
"COVID-19 (SARS-COV-
2) VACCINE (RECOMBINANT ADENOVIRUS VECTOR)"	UNII:JSV288Q5CV	Famtozinameran	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|UNII:JSV288Q5CV		False
COVID-19 MRNA VACCINE, ELASOMERAN, ELASOMERAN / IMELASOMERAN, ELASOMERAN / DAVESOMERAN, ANDUSOMERAN	UNII:JSV288Q5CV	Famtozinameran	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|UNII:JSV288Q5CV		False
COVID-19 VACCINE (INACTIVATED, ADJUVANTED, ADSORBED)	UNII:JSV288Q5CV	Famtozinameran	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|UNII:JSV288Q5CV		False
ENSITRELVIR FUMARIC ACID	UNII:PX665RAA3H	ensitrelvir	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|UNII:PX665RAA3H		False
ENSITRELVIR FUMARIC ACID	UNII:PX665RAA3H	ensitrelvir	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|UNII:PX665RAA3H		False
MOLNUPIRAVIR	CHEBI:180653	Molnupiravir	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|CHEBI:180653		False
NIRMATRELVIR/RITONAVIR	CHEBI:45409	Ritonavir	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|CHEBI:45409		False
RECOMBINANT CORONAVIRUS (SARS- COV-2) VACCINE	UNII:JSV288Q5CV	Famtozinameran	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|UNII:JSV288Q5CV		False
SOTROVIMAB 	UNII:1MTK0BPN8V	Sotrovimab	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|UNII:1MTK0BPN8V		False
TIXAGEVIMAB , CILGAVIMAB 	UNII:F0LZ415Z3B	Tixagevimab	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|UNII:F0LZ415Z3B		False
TIXAGEVIMAB, CILGAVIMAB	UNII:F0LZ415Z3B	Tixagevimab	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|UNII:F0LZ415Z3B		False
TOZINAMERAN	UNII:JSV288Q5CV	Famtozinameran	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|UNII:JSV288Q5CV		False
UFRENMERAN	UNII:AP7FFK83RM	UFRENMERAN	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|UNII:AP7FFK83RM		False
ZAPOMERAN	UMLS:C5787321	Zapomeran	COVID-19	MONDO:0100096	COVID-19	True	MONDO:0100096|UMLS:C5787321		False
FENFLURAMINE HYDROCHLORIDE	CHEBI:59729	fenfluramine hydrochloride	DRAVET SYNDROME	MONDO:0100135	Dravet syndrome	True	MONDO:0100135|CHEBI:59729		False
CROVALIMAB 	DRUGBANK:DB16128	Crovalimab	PAROXYSMAL NOCTURNAL HAEMOGLOBINURIA	MONDO:0100244	paroxysmal nocturnal hemoglobinuria	True	MONDO:0100244|DRUGBANK:DB16128		False
DANICOPAN	CHEBI:231416	Danicopan	PAROXYSMAL NOCTURNAL HAEMOGLOBINURIA	MONDO:0100244	paroxysmal nocturnal hemoglobinuria	True	MONDO:0100244|CHEBI:231416		False
PEGCETACOPLAN	UNII:TO3JYR3BOU	Pegcetacoplan	PAROXYSMAL NOCTURNAL HAEMOGLOBINURIA	MONDO:0100244	paroxysmal nocturnal hemoglobinuria	True	MONDO:0100244|UNII:TO3JYR3BOU		False
ECULIZUMAB	UNII:A3ULP0F556	Eculizumab	PAROXYSMAL NOCTURNAL HAEMOGLOBINURIA (PNH)	MONDO:0100244	paroxysmal nocturnal hemoglobinuria	True	MONDO:0100244|UNII:A3ULP0F556		False
{'LOMEFLOXACIN'}	CHEBI:116278	Lomefloxacin	UNCOMPLICATED URINARY TRACT INFECTIONS	MONDO:0100338	urinary tract infection	True	MONDO:0100338|CHEBI:116278		False
TEZEPELUMAB 	UNII:RJ1IW3B4QX	Tezepelumab	BRONCHIAL ASTHMA (INTRACTABLE)	MONDO:0100470	reactive airway disease	True	MONDO:0100470|UNII:RJ1IW3B4QX		False
TEZEPELUMAB 	UNII:RJ1IW3B4QX	Tezepelumab	BRONCHIAL ASTHMA (SEVERE)	MONDO:0100470	reactive airway disease	True	MONDO:0100470|UNII:RJ1IW3B4QX		False
PRETOMANID	UNII:2XOI31YC4N	Pretomanid	PULMONARY EXTENSIVELY DRUG RESISTANT (XDR) TUBERCULOSIS (TB)	MONDO:0100482	extensively drug-resistant tuberculosis	True	MONDO:0100482|UNII:2XOI31YC4N		False
{'CARTEOLOL'}	CHEBI:3437	Carteolol	CHRONIC OPEN-ANGLE GLAUCOMA	MONDO:0100553	OPTN-related open angle glaucoma	True	MONDO:0100553|CHEBI:3437		False
PIRFENIDONE	CHEBI:32016	Pirfenidone	IDIOPATHIC PULMONARY FIBROSIS (IPF)	MONDO:0800029	interstitial lung disease 2	True	MONDO:0800029|CHEBI:32016		False
{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	CHRONIC URTICARIA	MONDO:0850230	chronic urticaria	True	MONDO:0850230|CHEBI:5818		False
{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	CHRONIC URTICARIA	MONDO:0850230	chronic urticaria	True	MONDO:0850230|CHEBI:5818		False
{'THEOPHYLLINE'}	CHEBI:28177	Theophylline	CHRONIC ASTHMA	MONDO:0850282	chronic asthma	True	MONDO:0850282|CHEBI:28177		False
CARMUSTINE	CHEBI:3423	Carmustine	BRAIN METASTASES	MONDO:1040026	metastatic malignant neoplasm in the brain	True	MONDO:1040026|CHEBI:3423		False
{'FLUOXYMESTERONE'}	CHEBI:5120	Fluoxymesterone	TESTICULAR FAILURE DUE TO VANISHING TESTIS SYNDROME	MONDO:8000015	46,XY sex reversal 11	True	MONDO:8000015|CHEBI:5120		False
{'PROMETHAZINE'}	CHEBI:8461	Promethazine	PREOPERATIVE SEDATION	NCIT:C118302	Sedated	True	NCIT:C118302|CHEBI:8461		False
{'DIETHYLPROPION'}	CHEBI:4530	Diethylpropion	EXOGENOUS OBESITY	NCIT:C120380	Exogenous Obesity	True	NCIT:C120380|CHEBI:4530		False
{'PROMETHAZINE'}	CHEBI:8461	Promethazine	POSTOPERATIVE PAIN	NCIT:C34887	Post-Operative Pain	True	NCIT:C34887|CHEBI:8461		False
{'PROMETHAZINE'}	CHEBI:8461	Promethazine	POSTOPERATIVE SEDATION	NCIT:C34938	Postoperative Hemorrhage	True	NCIT:C34938|CHEBI:8461		False
RIVAROXABAN	CHEBI:68579	Rivaroxaban	THROMBUS FORMATION	NCIT:C35968	Intravascular Thrombus Formation	True	NCIT:C35968|CHEBI:68579		False
TADALAFIL	CHEBI:71940	Tadalafil	ERECTILE DYSFUNCTION	NCIT:C55615	Erectile Dysfunction, CTCAE	True	NCIT:C55615|CHEBI:71940		False
VARDENAFIL	CHEBI:46295	Vardenafil	ERECTILE DYSFUNCTION	NCIT:C55615	Erectile Dysfunction, CTCAE	True	NCIT:C55615|CHEBI:46295		False
{'LEVONORDEFRIN', 'MEPIVACAINE'}	RXCUI:1661498	levonordefrin / mepivacaine Cartridge	DENTAL PAIN	NCIT:C78640	Toothache	True	NCIT:C78640|RXCUI:1661498		False
{'FLUOXYMESTERONE'}	CHEBI:5120	Fluoxymesterone	PITUITARY-HYPOTHALAMIC INJURY FROM TRAUMA	UMLS:C0005604	Birth Injuries	True	UMLS:C0005604|CHEBI:5120		False
{'FLUOROMETHOLONE', 'SULFACETAMIDE'}	RXCUI:1160825	fluorometholone / sulfacetamide Ophthalmic Product	CHRONIC ANTERIOR UVEITIS	UMLS:C0008690	Chronic anterior uveitis	True	UMLS:C0008690|RXCUI:1160825		False
{'HYDROCORTISONE', 'NEOMYCIN', 'POLYMYXIN B', 'BACITRACIN'}	RXCUI:374806	bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment	CHRONIC ANTERIOR UVEITIS	UMLS:C0008690	Chronic anterior uveitis	True	UMLS:C0008690|RXCUI:374806		False
{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	CHRONIC ANTERIOR UVEITIS	UMLS:C0008690	Chronic anterior uveitis	True	UMLS:C0008690|CHEBI:133011		False
{'ALBUTEROL'}	CHEBI:2549	Salbutamol	EXERCISE-INDUCED BRONCHOSPASM	UMLS:C0015263	Bronchospasm, Exercise-Induced	True	UMLS:C0015263|CHEBI:2549		False
{'PROMETHAZINE'}	CHEBI:8461	Promethazine	OBSTETRIC SEDATION (DURING LABOR)	UMLS:C0022876	Premature Obstetric Labor	True	UMLS:C0022876|CHEBI:8461		False
{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	CORNEAL INJURY FROM CHEMICAL RADIATION	UMLS:C0034525	Effects of radiation	True	UMLS:C0034525|CHEBI:133011		False
{'FLUOROMETHOLONE', 'SULFACETAMIDE'}	RXCUI:1160825	fluorometholone / sulfacetamide Ophthalmic Product	CORNEAL INJURY FROM RADIATION BURNS	UMLS:C0034525	Effects of radiation	True	UMLS:C0034525|RXCUI:1160825		False
{'HYDROCORTISONE', 'NEOMYCIN', 'POLYMYXIN B', 'BACITRACIN'}	RXCUI:374806	bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment	CORNEAL INJURY FROM RADIATION BURNS	UMLS:C0034525	Effects of radiation	True	UMLS:C0034525|RXCUI:374806		False
{'FLUOXYMESTERONE'}	CHEBI:5120	Fluoxymesterone	PITUITARY-HYPOTHALAMIC INJURY FROM RADIATION	UMLS:C0034525	Effects of radiation	True	UMLS:C0034525|CHEBI:5120		False
CEFIDEROCOL	CHEBI:140376	Cefiderocol	INFECTIONS DUE TO AEROBIC GRAM-NEGATIVE ORGANISMS	UMLS:C0036685	Gram-negative sepsis	True	UMLS:C0036685|CHEBI:140376		False
{'CIMETIDINE'}	CHEBI:3699	Cimetidine	UPPER GASTROINTESTINAL BLEEDING	UMLS:C0041909	Upper gastrointestinal hemorrhage	True	UMLS:C0041909|CHEBI:3699		False
CEFIDEROCOL TOSILATE SULFATE HYDRATE	CHEBI:140376	Cefiderocol	INFECTIONS CAUSED BY SERRATIA MARCESCENS	UMLS:C0085394	Serratia Infections	True	UMLS:C0085394|CHEBI:140376		False
RELEBACTAM HYDRATE/IMIPENEM HYDRATE/CILASTATIN SODIUM	RXCUI:2184139	cilastatin / imipenem / relebactam Injectable Product	INFECTIONS CAUSED BY SERRATIA SPP. (RESISTANT TO CARBAPENEM ANTIMICROBIAL DRUGS)	UMLS:C0085394	Serratia Infections	True	UMLS:C0085394|RXCUI:2184139		False
RELUGOLIX, ESTRADIOL, NORETHISTERONE ACETATE	CHEBI:7627	Norethisterone	UTERINE FIBROIDS	UMLS:C0151995	Degeneration of uterine fibroid	True	UMLS:C0151995|CHEBI:7627		False
PURIFIED PINEAPPLE STEM JUICE	DRUGBANK:DB10558	Pineapple	DEEP BURN	UMLS:C0162286	Burn of esophagus	True	UMLS:C0162286|DRUGBANK:DB10558		False
{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	TENSION	UMLS:C0233494	Tension	True	UMLS:C0233494|CHEBI:5818		False
{'ATROPINE', 'EDROPHONIUM'}	RXCUI:216913	Enlon-Plus	RESPIRATORY DEPRESSION	UMLS:C0235064	Neonatal respiratory depression	True	UMLS:C0235064|RXCUI:216913		False
{'EDROPHONIUM CATION'}	CHEBI:251408	Edrophonium	RESPIRATORY DEPRESSION	UMLS:C0235064	Neonatal respiratory depression	True	UMLS:C0235064|CHEBI:251408		False
BLINATUMOMAB	UNII:4FR53SIF3A	Blinatumomab	B-PRECURSOR ALL (HIGH-RISK FIRST RELAPSED)	UMLS:C0242786	High-Risk Pregnancy	True	UMLS:C0242786|UNII:4FR53SIF3A		False
CLAZOSENTAN SODIUM	PUBCHEM.COMPOUND:51346597	Clazosentan sodium	CEREBROVASCULAR SPASM	UMLS:C0265110	Cerebral Vasospasm	True	UMLS:C0265110|PUBCHEM.COMPOUND:51346597		False
{'RANITIDINE'}	CHEBI:8776	ranitidine	EROSIVE ESOPHAGITIS	UMLS:C0267055	Erosive esophagitis	True	UMLS:C0267055|CHEBI:8776		False
{'RANITIDINE'}	CHEBI:8776	ranitidine	EROSIVE ESOPHAGITIS	UMLS:C0267055	Erosive esophagitis	True	UMLS:C0267055|CHEBI:8776		False
{'FOLIC ACID'}	CHEBI:27470	Folic acid	ANEMIA OF PREGNANCY	UMLS:C0271930	Anemia of pregnancy	True	UMLS:C0271930|CHEBI:27470		False
TRASTUZUMAB	UNII:5384HK7574	Trastuzumab deruxtecan	BREAST CANCER (METASTATIC)	UMLS:C0278488	Carcinoma breast stage IV	True	UMLS:C0278488|UNII:5384HK7574		False
BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	METASTATIC BREAST CANCER	UMLS:C0278488	Carcinoma breast stage IV	True	UMLS:C0278488|UNII:2S9ZZM9Q9V		False
TRASTUZUMAB	UNII:5384HK7574	Trastuzumab deruxtecan	METASTATIC BREAST CANCER	UMLS:C0278488	Carcinoma breast stage IV	True	UMLS:C0278488|UNII:5384HK7574		False
{'FLUOXYMESTERONE'}	CHEBI:5120	Fluoxymesterone	ANDROGEN-RESPONSIVE RECURRENT MAMMARY CANCER (PALLIATIVE)	UMLS:C0278493	Breast cancer recurrent	True	UMLS:C0278493|CHEBI:5120		False
TRASTUZUMAB	UNII:5384HK7574	Trastuzumab deruxtecan	METASTATIC GASTRIC CANCER	UMLS:C0278498	Malignant neoplasm of stomach stage IV	True	UMLS:C0278498|UNII:5384HK7574		False
BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	RENAL CELL CANCER	UMLS:C0278676	Stage II Renal Cell Cancer	True	UMLS:C0278676|UNII:2S9ZZM9Q9V		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	OTHER SOLID TUMORS	UMLS:C0280100	Solid Neoplasm	True	UMLS:C0280100|UNII:3A58010674		False
