disease IDs	disease ID labels	list of diseases	active ingredients in therapy	drug ID	drug ID Label	drug|disease	inferred_from_mondo
MONDO:0015720	moderately severe hemophilia A	MODERATE TO MODERATELY SEVERE PAIN	{'ACETAMINOPHEN', 'HYDROCODONE'}	RXCUI:144254	Lortab	MONDO:0015720|RXCUI:144254	False
MONDO:0015720	moderately severe hemophilia A	MODERATE TO MODERATELY SEVERE PAIN	{'ACETAMINOPHEN', 'HYDROCODONE'}	RXCUI:144254	Lortab	MONDO:0015720|RXCUI:144254	False
MONDO:0015720	moderately severe hemophilia A	MODERATE TO MODERATELY SEVERE PAIN	{'ACETAMINOPHEN', 'HYDROCODONE'}	RXCUI:144254	Lortab	MONDO:0015720|RXCUI:144254	False
MONDO:0015720	moderately severe hemophilia A	MODERATE TO MODERATELY SEVERE PAIN	{'ACETAMINOPHEN', 'HYDROCODONE'}	RXCUI:144254	Lortab	MONDO:0015720|RXCUI:144254	False
MONDO:0015720	moderately severe hemophilia A	MODERATE TO MODERATELY SEVERE PAIN	{'TRAMADOL'}	CHEBI:75722	Tramadol	MONDO:0015720|CHEBI:75722	False
MONDO:0015758	primary cutaneous T-cell lymphoma	CUTANEOUS T CELL LYMPHOMA	BRENTUXIMAB VEDOTIN	UNII:7XL5ISS668	Adcetris	MONDO:0015758|UNII:7XL5ISS668	False
MONDO:0015758	primary cutaneous T-cell lymphoma	CUTANEOUS T-CELL LYMPHOMA (CTCL) (STAGE IA AND IB)	{'BEXAROTENE'}	CHEBI:50859	Bexarotene	MONDO:0015758|CHEBI:50859	False
MONDO:0015766	cholera	CHOLERA	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0015766|CHEBI:133011	False
MONDO:0015827	distal renal tubular acidosis	ACIDOSIS	N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	MONDO:0015827|DRUGBANK:DB00083	False
MONDO:0015827	distal renal tubular acidosis	ACIDOSIS	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	CHEBI:26710	Sodium chloride	MONDO:0015827|CHEBI:26710	False
MONDO:0015827	distal renal tubular acidosis	ACIDOSIS	{'DEXTROSE', 'POTASSIUM CHLORIDE', 'SODIUM GLUCONATE', 'SODIUM ACETATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	CHEBI:26710	Sodium chloride	MONDO:0015827|CHEBI:26710	False
MONDO:0015909	aplastic anemia	APLASTIC ANEMIA	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	DRUGBANK:DB00028	Human immunoglobulin G	MONDO:0015909|DRUGBANK:DB00028	False
MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	B-PRECURSOR ALL (FIRST OR SECOND COMPLETE REMISSION WITH MRD GREATER THAN OR EQUAL TO 0.1%)	BLINATUMOMAB	UNII:4FR53SIF3A	Blinatumomab	MONDO:0015912|UNII:4FR53SIF3A	False
MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	OR EDOXABAN TOSILATE HYDRATE)	ANDEXANET ALFA 	UNII:BI009E452R	Andexanet alfa	MONDO:0015912|UNII:BI009E452R	False
MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	OR EDOXABAN TOSILATE HYDRATE)	ANDEXANET ALFA 	UNII:BI009E452R	Andexanet alfa	MONDO:0015912|UNII:BI009E452R	False
MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	OR PENICILLINS	{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime	MONDO:0015912|CHEBI:553473	False
MONDO:0015924	pulmonary arterial hypertension	PULMONARY ARTERIAL HYPERTENSION	TREPROSTINIL	CHEBI:50861	Treprostinil	MONDO:0015924|CHEBI:50861	False
MONDO:0016239	cystinosis	CYSTINOSIS	CYSTEAMINE HYDROCHLORIDE	UNII:IF1B771SVB	CYSTEAMINE HYDROCHLORIDE	MONDO:0016239|UNII:IF1B771SVB	False
MONDO:0016419	hereditary breast carcinoma	BREAST CANCER (EARLY)	TRASTUZUMAB	UNII:5384HK7574	Trastuzumab deruxtecan	MONDO:0016419|UNII:5384HK7574	False
MONDO:0016586	systemic mastocytosis	SYSTEMIC MASTOCYTOSIS	{'CIMETIDINE'}	CHEBI:3699	Cimetidine	MONDO:0016586|CHEBI:3699	False
MONDO:0016586	systemic mastocytosis	SYSTEMIC MASTOCYTOSIS	{'RANITIDINE'}	CHEBI:8776	ranitidine	MONDO:0016586|CHEBI:8776	False
MONDO:0016586	systemic mastocytosis	SYSTEMIC MASTOCYTOSIS	{'RANITIDINE'}	CHEBI:8776	ranitidine	MONDO:0016586|CHEBI:8776	False
MONDO:0016595	inhalational anthrax	ANTHRAX	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0016595|CHEBI:133011	False
MONDO:0016684	anaplastic astrocytoma	ASTROCYTOMA	CARMUSTINE	CHEBI:3423	Carmustine	MONDO:0016684|CHEBI:3423	False
MONDO:0016698	ependymoma	EPENDYMOMA	CARMUSTINE	CHEBI:3423	Carmustine	MONDO:0016698|CHEBI:3423	False
MONDO:0016702	oligoastrocytoma	MIXED DYSLIPIDAEMIA	ALIROCUMAB	UNII:PP0SHH6V16	Alirocumab	MONDO:0016702|UNII:PP0SHH6V16	False
MONDO:0017373	poliomyelitis	ACUTE POLIOMYELITIS	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	UNII:C9R35M8XV6	Hiberix	MONDO:0017373|UNII:C9R35M8XV6	False
MONDO:0017373	poliomyelitis	ACUTE POLIOMYELITIS	PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN) HAEMOPHILUS INFLUENZAE TYPE B OLIGOSACCHARIDE - DIPHTHERIA CRM197 CONJUGATE	UNII:C9R35M8XV6	Hiberix	MONDO:0017373|UNII:C9R35M8XV6	False
MONDO:0017572	tick-borne encephalitis	TICK FEVERS	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0017572|CHEBI:133011	False
MONDO:0017611	pituitary tumor	PITUITARY-HYPOTHALAMIC INJURY FROM TUMORS	{'FLUOXYMESTERONE'}	CHEBI:5120	Fluoxymesterone	MONDO:0017611|CHEBI:5120	False
MONDO:0017860	methanol poisoning	METHANOL POISONING	{'FOMEPIZOLE'}	CHEBI:5141	Fomepizole	MONDO:0017860|CHEBI:5141	False
MONDO:0017861	ethylene glycol poisoning	ETHYLENE GLYCOL POISONING	{'FOMEPIZOLE'}	CHEBI:5141	Fomepizole	MONDO:0017861|CHEBI:5141	False
MONDO:0018018	wild type ATTR amyloidosis	TRANSTHYRETIN CARDIAC AMYLOIDOSIS (WILD-TYPE)	TAFAMIDIS	CHEBI:78538	Fx-1006A	MONDO:0018018|CHEBI:78538	False
MONDO:0018077	tularemia	TULAREMIA	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0018077|CHEBI:133011	False
MONDO:0018100	familial primary hypomagnesemia	PRIMARY HYPERCHOLESTEROLAEMIA (HETEROZYGOUS FAMILIAL AND NON-FAMILIAL)	ALIROCUMAB	UNII:PP0SHH6V16	Alirocumab	MONDO:0018100|UNII:PP0SHH6V16	False
MONDO:0018177	glioblastoma	GLIOBLASTOMA	CARMUSTINE	CHEBI:3423	Carmustine	MONDO:0018177|CHEBI:3423	False
MONDO:0018328	homozygous familial hypercholesterolemia	HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA	EVINACUMAB 	UNII:T8B2ORP1DW	Evinacumab	MONDO:0018328|UNII:T8B2ORP1DW	False
MONDO:0018456	polyarticular juvenile idiopathic arthritis	POLYARTICULAR JUVENILE IDIOPATHIC ARTHRITIS	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0018456|UNII:FYS6T7F842	False
MONDO:0018493	malignant hyperthermia of anesthesia	ANESTHESIA	{'PROMETHAZINE'}	CHEBI:8461	Promethazine	MONDO:0018493|CHEBI:8461	False
MONDO:0018493	malignant hyperthermia of anesthesia	MALIGNANT HYPERTHERMIA	{'DANTROLENE'}	CHEBI:4317	dantrolene	MONDO:0018493|CHEBI:4317	False
MONDO:0018493	malignant hyperthermia of anesthesia	MALIGNANT HYPERTHERMIA	{'DANTROLENE'}	CHEBI:4317	dantrolene	MONDO:0018493|CHEBI:4317	False
MONDO:0018513	squamous cell carcinoma of colon	CARCINOMA OF THE COLON	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0018513|UNII:2S9ZZM9Q9V	False
MONDO:0018515	squamous cell carcinoma of rectum	CARCINOMA OF THE RECTUM	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0018515|UNII:2S9ZZM9Q9V	False
MONDO:0018542	severe congenital neutropenia	SEVERE CONGENITAL	FILGRASTIM	UNII:PVI5M0M1GW	Filgrastim	MONDO:0018542|UNII:PVI5M0M1GW	False
MONDO:0018555	hypogonadotropic hypogonadism	HYPOGONADOTROPIC HYPOGONADISM (CONGENITAL OR ACQUIRED)	{'FLUOXYMESTERONE'}	CHEBI:5120	Fluoxymesterone	MONDO:0018555|CHEBI:5120	False
MONDO:0018874	acute myeloid leukemia	ACUTE MYELOID LEUKAEMIA	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0018874|UNII:3A58010674	False
MONDO:0018874	acute myeloid leukemia	ACUTE MYELOID LEUKAEMIA (AML)	CEDAZURIDINE, DECITABINE	UNII:39IS23Q1EW	Cedazuridine	MONDO:0018874|UNII:39IS23Q1EW	False
MONDO:0018874	acute myeloid leukemia	ACUTE MYELOID LEUKAEMIA (AML)	QUIZARTINIB	CHEBI:90217	Quizartinib	MONDO:0018874|CHEBI:90217	False
MONDO:0018874	acute myeloid leukemia	ACUTE MYELOID LEUKEMIA (AML)	DAUNORUBICIN HYDROCHLORIDE, CYTARABINE	CHEBI:31456	Daunorubicin hydrochloride	MONDO:0018874|CHEBI:31456	False
MONDO:0018874	acute myeloid leukemia	ACUTE MYELOID LEUKEMIA (AML)	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0018874|UNII:3A58010674	False
MONDO:0018876	mantle cell lymphoma	MANTLE CELL LYMPHOMA	BREXUCABTAGENE AUTOLEUCEL	DRUGBANK:DB15699	Brexucabtagene autoleucel	MONDO:0018876|DRUGBANK:DB15699	False
MONDO:0018881	myelodysplastic syndrome	MALIGNANCY (WITH THE EXCEPTION OF CHRONIC MYELOID LEUKAEMIA AND MYELODYSPLASTIC SYNDROMES)	FILGRASTIM	UNII:PVI5M0M1GW	Filgrastim	MONDO:0018881|UNII:PVI5M0M1GW	False
MONDO:0018905	diffuse large B-cell lymphoma	DIFFUSE LARGE B CELL NON HODGKIN’S LYMPHOMA	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018905|UNII:4F4X42SYQ6	False
MONDO:0018905	diffuse large B-cell lymphoma	DIFFUSE LARGE B CELL NON-HODGKIN’S LYMPHOMA	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018905|UNII:4F4X42SYQ6	False
MONDO:0018905	diffuse large B-cell lymphoma	DIFFUSE LARGE B CELL NON-HODGKIN’S LYMPHOMA	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018905|UNII:4F4X42SYQ6	False
MONDO:0018905	diffuse large B-cell lymphoma	DIFFUSE LARGE B CELL NON-HODGKIN’S LYMPHOMA	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018905|UNII:4F4X42SYQ6	False
MONDO:0018905	diffuse large B-cell lymphoma	DIFFUSE LARGE B CELL NON‑HODGKIN’S LYMPHOMA	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018905|UNII:4F4X42SYQ6	False
MONDO:0018905	diffuse large B-cell lymphoma	DIFFUSE LARGE B-CELL NON-HODGKIN’S LYMPHOMA	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018905|UNII:4F4X42SYQ6	False
MONDO:0018906	follicular lymphoma	FOLLICULAR LYMPHOMA	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018906|UNII:4F4X42SYQ6	False
MONDO:0018906	follicular lymphoma	FOLLICULAR LYMPHOMA	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018906|UNII:4F4X42SYQ6	False
MONDO:0018906	follicular lymphoma	FOLLICULAR LYMPHOMA	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018906|UNII:4F4X42SYQ6	False
MONDO:0018906	follicular lymphoma	FOLLICULAR LYMPHOMA	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018906|UNII:4F4X42SYQ6	False
MONDO:0018906	follicular lymphoma	FOLLICULAR LYMPHOMA	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018906|UNII:4F4X42SYQ6	False
MONDO:0018906	follicular lymphoma	FOLLICULAR LYMPHOMA	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018906|UNII:4F4X42SYQ6	False
MONDO:0018908	non-Hodgkin lymphoma	NON-HODGKIN LYMPHOMA	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0018908|UNII:3A58010674	False
MONDO:0018908	non-Hodgkin lymphoma	NON-HODGKIN LYMPHOMA	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0018908|UNII:3A58010674	False
MONDO:0018908	non-Hodgkin lymphoma	NON-HODGKIN’S LYMPHOMA	CARMUSTINE	CHEBI:3423	Carmustine	MONDO:0018908|CHEBI:3423	False
MONDO:0018908	non-Hodgkin lymphoma	NON-HODGKIN’S LYMPHOMA	CARMUSTINE	CHEBI:3423	Carmustine	MONDO:0018908|CHEBI:3423	False
MONDO:0018908	non-Hodgkin lymphoma	NON-HODGKIN’S LYMPHOMA (NHL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018908|UNII:4F4X42SYQ6	False
MONDO:0018908	non-Hodgkin lymphoma	NON-HODGKIN’S LYMPHOMA (NHL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018908|UNII:4F4X42SYQ6	False
MONDO:0018908	non-Hodgkin lymphoma	NON-HODGKIN’S LYMPHOMA (NHL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018908|UNII:4F4X42SYQ6	False
MONDO:0018908	non-Hodgkin lymphoma	NON-HODGKIN’S LYMPHOMA (NHL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018908|UNII:4F4X42SYQ6	False
MONDO:0018908	non-Hodgkin lymphoma	NON-HODGKIN’S LYMPHOMA (NHL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018908|UNII:4F4X42SYQ6	False
MONDO:0018908	non-Hodgkin lymphoma	NON‑HODGKIN’S LYMPHOMA (NHL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0018908|UNII:4F4X42SYQ6	False
MONDO:0018922	cold agglutinin disease	COLD AGGLUTININ DISEASE	SUTIMLIMAB 	UNII:GNWE7KJ995	Sutimlimab	MONDO:0018922|UNII:GNWE7KJ995	False
MONDO:0019020	PANDAS	STREPTOCOCCUS INFECTIONS	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0019020|CHEBI:133011	False
MONDO:0019052	inborn errors of metabolism	INBORN ERRORS OF BILE ACID METABOLISM	CHOLIC ACID	CHEBI:16359	Cholic Acid	MONDO:0019052|CHEBI:16359	False
MONDO:0019095	plague	PLAGUE	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0019095|CHEBI:133011	False
MONDO:0019100	neuromyelitis optica	NEUROMYELITIS OPTICA SPECTRUM DISORDER (NMOSD)	ECULIZUMAB	UNII:A3ULP0F556	Eculizumab	MONDO:0019100|UNII:A3ULP0F556	False
MONDO:0019121	pneumocystosis	PNEUMOCYSTIS CARINII PNEUMONIA (PCP)	{'TRIMETREXATE'}	CHEBI:9737	Trimetrexate	MONDO:0019121|CHEBI:9737	False
MONDO:0019124	microscopic polyangiitis	MICROSCOPIC POLYANGIITIS	AVACOPAN	UNII:O880NM097T	Avacopan	MONDO:0019124|UNII:O880NM097T	False
MONDO:0019124	microscopic polyangiitis	MICROSCOPIC POLYANGIITIS (MPA)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0019124|UNII:4F4X42SYQ6	False
MONDO:0019124	microscopic polyangiitis	MICROSCOPIC POLYANGIITIS (MPA)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0019124|UNII:4F4X42SYQ6	False
MONDO:0019124	microscopic polyangiitis	MICROSCOPIC POLYANGIITIS (MPA)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0019124|UNII:4F4X42SYQ6	False
MONDO:0019124	microscopic polyangiitis	MICROSCOPIC POLYANGIITIS (MPA)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0019124|UNII:4F4X42SYQ6	False
MONDO:0019124	microscopic polyangiitis	MICROSCOPIC POLYANGIITIS (MPA)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0019124|UNII:4F4X42SYQ6	False
MONDO:0019186	Q fever	Q FEVER	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0019186|CHEBI:133011	False
MONDO:0019345	shigellosis	SHIGELLA INFECTIONS	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0019345|CHEBI:133011	False
MONDO:0019359	Rocky mountain spotted fever	ROCKY MOUNTAIN SPOTTED FEVER	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0019359|CHEBI:133011	False
MONDO:0019360	rickettsialpox	RICKETTSIALPOX	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0019360|CHEBI:133011	False
MONDO:0019437	enthesitis-related juvenile idiopathic arthritis	ENTHESITIS-RELATED ARTHRITIS	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0019437|UNII:FYS6T7F842	False
MONDO:0019476	primary cutaneous peripheral T-cell lymphoma not otherwise specified	RELAPSED OR REFRACTORY PERIPHERAL T-CELL LYMPHOMA	DARINAPARSIN	CHEBI:94295	Darinaparsin	MONDO:0019476|CHEBI:94295	False
MONDO:0019610	Zollinger-Ellison syndrome	ZOLLINGER-ELLISON SYNDROME	{'CIMETIDINE'}	CHEBI:3699	Cimetidine	MONDO:0019610|CHEBI:3699	False
MONDO:0019610	Zollinger-Ellison syndrome	ZOLLINGER-ELLISON SYNDROME	{'FAMOTIDINE'}	CHEBI:4975	Famotidine	MONDO:0019610|CHEBI:4975	False
MONDO:0019610	Zollinger-Ellison syndrome	ZOLLINGER-ELLISON SYNDROME	{'RANITIDINE'}	CHEBI:8776	ranitidine	MONDO:0019610|CHEBI:8776	False
MONDO:0019610	Zollinger-Ellison syndrome	ZOLLINGER-ELLISON SYNDROME	{'RANITIDINE'}	CHEBI:8776	ranitidine	MONDO:0019610|CHEBI:8776	False
MONDO:0019623	hereditary angioedema	HEREDITARY ANGIOEDEMA	BEROTRALSTAT	UNII:XZA0KB1BDQ	Berotralstat	MONDO:0019623|UNII:XZA0KB1BDQ	False
MONDO:0019623	hereditary angioedema	HEREDITARY ANGIOEDEMA	HUMAN C1-INACTIVATOR	CHEBI:5931	insulin human	MONDO:0019623|CHEBI:5931	False
MONDO:0019623	hereditary angioedema	HEREDITARY ANGIOEDEMA	LANADELUMAB	UNII:2372V1TKXK	Lanadelumab	MONDO:0019623|UNII:2372V1TKXK	False
MONDO:0019633	relapsing fever	RELAPSING FEVER	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0019633|CHEBI:133011	False
MONDO:0019740	acquired thrombotic thrombocytopenic purpura	ACQUIRED THROMBOTIC THROMBOCYTOPENIC PURPURA	CAPLACIZUMAB 	UNII:2R27AB6766	Caplacizumab	MONDO:0019740|UNII:2R27AB6766	False
MONDO:0019933	acromegaly	ACROMEGALY	PEGVISOMANT	UNII:N824AOU5XV	Pegvisomant	MONDO:0019933|UNII:N824AOU5XV	False
MONDO:0020283	uveitis	UVEITIS	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0020283|UNII:FYS6T7F842	False
MONDO:0020547	chronic graft versus host disease	CHRONIC GRAFT-VERSUS-HOST DISEASE	BELUMOSUDIL MESILATE	UNII:834YJF89WO	Belumosudil	MONDO:0020547|UNII:834YJF89WO	False
MONDO:0020920	escherichia coli infection	ESCHERICHIA COLI INFECTIONS	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0020920|CHEBI:133011	False
MONDO:0020920	escherichia coli infection	INFECTIONS CAUSED BY CEFIDEROCOL- SENSITIVE ESCHERICHIA COLI	CEFIDEROCOL TOSILATE SULFATE HYDRATE	CHEBI:140376	Cefiderocol	MONDO:0020920|CHEBI:140376	False
MONDO:0020920	escherichia coli infection	INFECTIONS CAUSED BY RECARBRIO-SENSITIVE ESCHERICHIA COLI (RESISTANT TO CARBAPENEM ANTIMICROBIAL DRUGS)	RELEBACTAM HYDRATE/IMIPENEM HYDRATE/CILASTATIN SODIUM	RXCUI:2184139	cilastatin / imipenem / relebactam Injectable Product	MONDO:0020920|RXCUI:2184139	False
MONDO:0021108	meningitis	MENINGITIS	{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime	MONDO:0021108|CHEBI:553473	False
MONDO:0021108	meningitis	MENINGITIS	{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime	MONDO:0021108|CHEBI:553473	False
MONDO:0021187	hyperlipidemia	HYPERLIPIDEMIA	ETHYL ICOSAPENTATE	CHEBI:84883	Icosapent ethyl	MONDO:0021187|CHEBI:84883	False
MONDO:0021201	skin infection	COMPLICATED SKIN AND SKIN STRUCTURE INFECTIONS	{'TROVAFLOXACIN'}	CHEBI:9763	Trovafloxacin	MONDO:0021201|CHEBI:9763	False
MONDO:0021201	skin infection	SKIN AND SKIN STRUCTURE INFECTIONS	{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime	MONDO:0021201|CHEBI:553473	False
MONDO:0021201	skin infection	SKIN AND SKIN STRUCTURE INFECTIONS	{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime	MONDO:0021201|CHEBI:553473	False
MONDO:0021201	skin infection	SKIN AND SKIN STRUCTURE INFECTIONS (E.G.	{'LOMEFLOXACIN'}	CHEBI:116278	Lomefloxacin	MONDO:0021201|CHEBI:116278	False
MONDO:0021201	skin infection	SKIN AND SOFT-TISSUE INFECTIONS	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0021201|CHEBI:133011	False
MONDO:0021960	ureteritis	URETERITIS	{'PHENAZOPYRIDINE', 'SULFAMETHIZOLE', 'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0021960|CHEBI:133011	False
MONDO:0022205	pustular psoriasis	PUSTULAR PSORIASIS	DEUCRAVACITINIB	UNII:N0A21N6RAU	Deucravacitinib	MONDO:0022205|UNII:N0A21N6RAU	False
MONDO:0022205	pustular psoriasis	PUSTULAR PSORIASIS	SPESOLIMAB 	UNII:5IB2J79MCX	Spesolimab	MONDO:0022205|UNII:5IB2J79MCX	False
MONDO:0024327	chronic renal failure syndrome	ANAEMIA ASSOCIATED WITH CHRONIC RENAL FAILURE	EPOETIN ALFA	PUBCHEM.COMPOUND:92043599	epoetin alfa	MONDO:0024327|PUBCHEM.COMPOUND:92043599	False
MONDO:0024327	chronic renal failure syndrome	ANAEMIA ASSOCIATED WITH CHRONIC RENAL FAILURE	EPOETIN ALFA	PUBCHEM.COMPOUND:92043599	epoetin alfa	MONDO:0024327|PUBCHEM.COMPOUND:92043599	False
MONDO:0024327	chronic renal failure syndrome	ANAEMIA ASSOCIATED WITH CHRONIC RENAL FAILURE (CRF)	EPOETIN ALFA	PUBCHEM.COMPOUND:92043599	epoetin alfa	MONDO:0024327|PUBCHEM.COMPOUND:92043599	False
MONDO:0024327	chronic renal failure syndrome	ANAEMIA ASSOCIATED WITH CHRONIC RENAL FAILURE (CRF)	EPOETIN ALFA	PUBCHEM.COMPOUND:92043599	epoetin alfa	MONDO:0024327|PUBCHEM.COMPOUND:92043599	False
MONDO:0024327	chronic renal failure syndrome	CHRONIC RENAL FAILURE	N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	MONDO:0024327|DRUGBANK:DB00083	False
MONDO:0024355	respiratory tract infectious disorder	KLEBSIELLA INFECTIONS (RESPIRATORY AND URINARY)	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0024355|CHEBI:133011	False
MONDO:0024388	Clostridium infectious disease	CLOSTRIDIUM INFECTIONS	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0024388|CHEBI:133011	False
MONDO:0025667	limbal stem cell deficiency	LIMBAL STEM CELL DEFICIENCY (LSCD)	EX VIVO EXPANDED AUTOLOGOUS HUMAN CORNEAL EPITHELIAL CELLS CONTAINING STEM CELLS	CHEBI:5931	insulin human	MONDO:0025667|CHEBI:5931	False
MONDO:0026045	prurigo nodularis	PRURIGO NODULARIS	NEMOLIZUMAB 	UNII:GN465U8B72	Nemolizumab	MONDO:0026045|UNII:GN465U8B72	False
MONDO:0030602	Klebsiella pneumonia	INFECTIONS CAUSED BY KLEBSIELLA PNEUMONIAE	CEFIDEROCOL TOSILATE SULFATE HYDRATE	CHEBI:140376	Cefiderocol	MONDO:0030602|CHEBI:140376	False
MONDO:0030603	Klebsiella infectious disease	INFECTIONS CAUSED BY KLEBSIELLA SPP	CEFIDEROCOL TOSILATE SULFATE HYDRATE	CHEBI:140376	Cefiderocol	MONDO:0030603|CHEBI:140376	False
MONDO:0030603	Klebsiella infectious disease	INFECTIONS CAUSED BY KLEBSIELLA SPP. (RESISTANT TO CARBAPENEM ANTIMICROBIAL DRUGS)	RELEBACTAM HYDRATE/IMIPENEM HYDRATE/CILASTATIN SODIUM	RXCUI:2184139	cilastatin / imipenem / relebactam Injectable Product	MONDO:0030603|RXCUI:2184139	False
MONDO:0035735	acquired hemophilia A	ACQUIRED HEMOPHILIA A	SUSOCTOCOG ALFA 	UNII:VQ723R7O8R	Lonoctocog alfa	MONDO:0035735|UNII:VQ723R7O8R	False
MONDO:0041052	postherpetic neuralgia	POSTHERPETIC NEURALGIA	{'GABAPENTIN'}	CHEBI:42797	Gabapentin	MONDO:0041052|CHEBI:42797	False
MONDO:0041656	ST-elevation myocardial infarction	ST-SEGMENT-ELEVATION ACUTE MYOCARDIAL INFARCTION	CLOPIDOGREL	CHEBI:3759	Plavix	MONDO:0041656|CHEBI:3759	False
MONDO:0042485	infective arthritis	INFECTIVE CONJUNCTIVITIDES	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0042485|CHEBI:133011	False
