disease IDs	disease ID labels	list of diseases	active ingredients in therapy	drug ID	drug ID Label	drug|disease
MONDO:0001657	brain cancer	PRIMARY MALIGNANT BRAIN TUMOR	TALAPORFIN SODIUM	UNII:L63605PZ70	TALAPORFIN SODIUM	MONDO:0001657|UNII:L63605PZ70
MONDO:0001660	proliferative diabetic retinopathy	PROLIFERATIVE DIABETIC RETINOPATHY	RANIBIZUMAB	UNII:ZL1R02VT79	Ranibizumab	MONDO:0001660|UNII:ZL1R02VT79
MONDO:0001660	proliferative diabetic retinopathy	PROLIFERATIVE DIABETIC RETINOPATHY (PDR)	RANIBIZUMAB	UNII:ZL1R02VT79	Ranibizumab	MONDO:0001660|UNII:ZL1R02VT79
MONDO:0001660	proliferative diabetic retinopathy	PROLIFERATIVE DIABETIC RETINOPATHY (PDR)	RANIBIZUMAB	UNII:ZL1R02VT79	Ranibizumab	MONDO:0001660|UNII:ZL1R02VT79
MONDO:0001676	erythropoietic protoporphyria	ERYTHROPOIETIC PROTOPORPHYRIA (EPP)	AFAMELANOTIDE	CHEBI:136034	Afamelanotide	MONDO:0001676|CHEBI:136034
MONDO:0001684	exocrine pancreatic insufficiency	PANCREATIC EXOCRINE INSUFFICIENCY	PANCRELIPASE	CHEBI:81916	Pancrelipase	MONDO:0001684|CHEBI:81916
MONDO:0001707	cardiac sarcoidosis	CARDIAC SARCOIDOSIS	FLUDEOXYGLUCOSE (18F)	CHEBI:31617	fludeoxyglucose (18F)	MONDO:0001707|CHEBI:31617
MONDO:0001711	hepatic encephalopathy	HEPATIC ENCEPHALOPATHY	RIFAXIMIN	CHEBI:75246	Rifaximin	MONDO:0001711|CHEBI:75246
MONDO:0001711	hepatic encephalopathy	HEPATIC ENCEPHALOPATHY	RIFAXIMIN	CHEBI:75246	Rifaximin	MONDO:0001711|CHEBI:75246
MONDO:0001727	active cochleovestibular Meniere disease	CROHN’S DISEASE (MILDLY ACTIVE)	DARVADSTROCEL	CHEMBL.COMPOUND:CHEMBL4298180	DARVADSTROCEL	MONDO:0001727|CHEMBL.COMPOUND:CHEMBL4298180
MONDO:0001754	eclampsia	ECLAMPSIA	MAGNESIUM SULFATE HYDRATE/GLUCOSE	CHEBI:31795	magnesium sulfate heptahydrate	MONDO:0001754|CHEBI:31795
MONDO:0001866	bipolar I disorder	BIPOLAR I DISORDER	ARIPIPRAZOLE	CHEBI:31236	Aripiprazole	MONDO:0001866|CHEBI:31236
MONDO:0001866	bipolar I disorder	BIPOLAR I DISORDER	ARIPIPRAZOLE HYDRATE	CHEBI:31236	Aripiprazole	MONDO:0001866|CHEBI:31236
MONDO:0001867	phaeohyphomycosis	PHAEOHYPHOMYCOSIS	LULICONAZOLE	CHEBI:34825	Luliconazole	MONDO:0001867|CHEBI:34825
MONDO:0001874	toxic labyrinthitis	OTOTOXICITY	SODIUM THIOSULFATE	CHEBI:16094	thiosulfate(2-)	MONDO:0001874|CHEBI:16094
MONDO:0001875	epicondylitis	ELBOW EPICONDYLITIS (LATERAL EPICONDYLITIS)	"LIDOCAINE HYDROCHLORIDE MONOHYDRATE
LIDOCAINE HYDROCHLORIDE"	CHEBI:6456	Lidocaine	MONDO:0001875|CHEBI:6456
MONDO:0001875	epicondylitis	ELBOW EPITROCHLEITIS (MEDIAL EPICONDYLITIS)	"LIDOCAINE HYDROCHLORIDE MONOHYDRATE
LIDOCAINE HYDROCHLORIDE"	CHEBI:6456	Lidocaine	MONDO:0001875|CHEBI:6456
MONDO:0001881	toxic shock syndrome	SEPTIC SHOCK	ANGIOTENSIN II	CHEBI:2719	Angiotensin II	MONDO:0001881|CHEBI:2719
MONDO:0001889	ovarian dysfunction	ERECTILE DYSFUNCTION (ED)	ALPROSTADIL ALFADEX	CHEBI:34532	alprostadil alfadex	MONDO:0001889|CHEBI:34532
MONDO:0001889	ovarian dysfunction	ERECTILE DYSFUNCTION (ED)	AVANAFIL	CHEBI:66876	Avanafil	MONDO:0001889|CHEBI:66876
MONDO:0001889	ovarian dysfunction	ERECTILE DYSFUNCTION (ED)	TADALAFIL	CHEBI:71940	Tadalafil	MONDO:0001889|CHEBI:71940
MONDO:0001889	ovarian dysfunction	HYPOTHALAMO-PITUITARY DYSFUNCTION	FOLLITROPIN BETA 	CHEBI:81569	Follitropin	MONDO:0001889|CHEBI:81569
MONDO:0001913	oligospermia	OLIGOZOOSPERMIA	CLOMIPHENE CITRATE	CHEBI:3752	Clomifene	MONDO:0001913|CHEBI:3752
MONDO:0001935	neurogenic arthropathy	NEUROPATHIC	MORPHINE HYDROCHLORIDE	CHEBI:55340	morphine hydrochloride	MONDO:0001935|CHEBI:55340
MONDO:0001935	neurogenic arthropathy	NEUROPATHIC	MORPHINE HYDROCHLORIDE	CHEBI:55340	morphine hydrochloride	MONDO:0001935|CHEBI:55340
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER	DULOXETINE	CHEBI:36796	duloxetine	MONDO:0001942|CHEBI:36796
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER	DULOXETINE	CHEBI:36796	duloxetine	MONDO:0001942|CHEBI:36796
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER	DULOXETINE	CHEBI:36796	duloxetine	MONDO:0001942|CHEBI:36796
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER	DULOXETINE	CHEBI:36796	duloxetine	MONDO:0001942|CHEBI:36796
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER	PREGABALIN	CHEBI:64356	Pregabalin	MONDO:0001942|CHEBI:64356
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER	PREGABALIN	CHEBI:64356	Pregabalin	MONDO:0001942|CHEBI:64356
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER	PREGABALIN	CHEBI:64356	Pregabalin	MONDO:0001942|CHEBI:64356
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER	PREGABALIN	CHEBI:64356	Pregabalin	MONDO:0001942|CHEBI:64356
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER	PREGABALIN	CHEBI:64356	Pregabalin	MONDO:0001942|CHEBI:64356
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER	PREGABALIN	CHEBI:64356	Pregabalin	MONDO:0001942|CHEBI:64356
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER	PREGABALIN	CHEBI:64356	Pregabalin	MONDO:0001942|CHEBI:64356
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER (GAD)	PREGABALIN	CHEBI:64356	Pregabalin	MONDO:0001942|CHEBI:64356
MONDO:0001942	generalized anxiety disorder	GENERALISED ANXIETY DISORDER (GAD)	PREGABALIN	CHEBI:64356	Pregabalin	MONDO:0001942|CHEBI:64356
MONDO:0001984	candidal paronychia	CANDIDAL ONYCHOMYCOSIS	LULICONAZOLE	CHEBI:34825	Luliconazole	MONDO:0001984|CHEBI:34825
MONDO:0001999	primary pulmonary hypertension	PRIMARY PULMONARY HYPERTENSION	ILOPROST	CHEBI:63916	Iloprost	MONDO:0001999|CHEBI:63916
MONDO:0001999	primary pulmonary hypertension	PRIMARY PULMONARY HYPERTENSION	SILDENAFIL	CHEBI:9139	Sildenafil	MONDO:0001999|CHEBI:9139
MONDO:0001999	primary pulmonary hypertension	PRIMARY PULMONARY HYPERTENSION	SILDENAFIL	CHEBI:9139	Sildenafil	MONDO:0001999|CHEBI:9139
MONDO:0002009	major depressive disorder	MAJOR DEPRESSIVE DISORDER	AGOMELATINE	CHEBI:134990	Agomelatine	MONDO:0002009|CHEBI:134990
MONDO:0002009	major depressive disorder	MAJOR DEPRESSIVE DISORDER	DULOXETINE	CHEBI:36796	duloxetine	MONDO:0002009|CHEBI:36796
MONDO:0002009	major depressive disorder	MAJOR DEPRESSIVE DISORDER	DULOXETINE	CHEBI:36796	duloxetine	MONDO:0002009|CHEBI:36796
MONDO:0002009	major depressive disorder	MAJOR DEPRESSIVE DISORDER	DULOXETINE	CHEBI:36796	duloxetine	MONDO:0002009|CHEBI:36796
MONDO:0002009	major depressive disorder	MAJOR DEPRESSIVE DISORDER	DULOXETINE	CHEBI:36796	duloxetine	MONDO:0002009|CHEBI:36796
MONDO:0002009	major depressive disorder	MAJOR DEPRESSIVE DISORDER	VORTIOXETINE	CHEBI:76015	vortioxetine hydrobromide	MONDO:0002009|CHEBI:76015
MONDO:0002009	major depressive disorder	MAJOR DEPRESSIVE DISORDER (MDD)	AGOMELATINE	CHEBI:134990	Agomelatine	MONDO:0002009|CHEBI:134990
MONDO:0002009	major depressive disorder	MAJOR DEPRESSIVE DISORDER (TREATMENT-RESISTANT)	ESKETAMINE	CHEBI:60799	Esketamine	MONDO:0002009|CHEBI:60799
MONDO:0002012	methylmalonic acidemia	METHYLMALONIC ACIDEMIA	CARGLUMIC ACID	CHEBI:71028	Carglumic acid	MONDO:0002012|CHEBI:71028
MONDO:0002026	candidiasis	CANDIDA INFECTION	MICAFUNGIN	PUBCHEM.COMPOUND:78357831	micafungin	MONDO:0002026|PUBCHEM.COMPOUND:78357831
MONDO:0002026	candidiasis	CANDIDIASIS	AMPHOTERICIN B	CHEBI:2682	Amphotericin B	MONDO:0002026|CHEBI:2682
MONDO:0002026	candidiasis	CANDIDIASIS	MICAFUNGIN SODIUM	CHEBI:80105	micafungin sodium	MONDO:0002026|CHEBI:80105
MONDO:0002026	candidiasis	CANDIDIASIS (NON-NEUTROPENIC)	VORICONAZOLE	CHEBI:10023	Voriconazole	MONDO:0002026|CHEBI:10023
MONDO:0002026	candidiasis	FLUCONAZOLE-RESISTANT INVASIVE CANDIDA INFECTIONS (INCLUDING C. KRUSEI)	VORICONAZOLE	CHEBI:10023	Voriconazole	MONDO:0002026|CHEBI:10023
MONDO:0002026	candidiasis	FLUCONAZOLE-RESISTANT SERIOUS INVASIVE CANDIDA INFECTIONS	VORICONAZOLE	CHEBI:10023	Voriconazole	MONDO:0002026|CHEBI:10023
MONDO:0002026	candidiasis	FLUCONAZOLE-RESISTANT SERIOUS INVASIVE CANDIDA INFECTIONS	VORICONAZOLE	CHEBI:10023	Voriconazole	MONDO:0002026|CHEBI:10023
MONDO:0002032	colon carcinoma	CARCINOMA OF THE COLON (DIAGNOSTIC/CONTRAST/RADIOLABEL)	ARCITUMOMAB	CHEBI:9423	Cardiolite (TN)	MONDO:0002032|CHEBI:9423
MONDO:0002032	colon carcinoma	CARCINOMA OF THE COLON (METASTASIS)	VOTUMUMAB	UMLS:C1520065	Votumumab	MONDO:0002032|UMLS:C1520065
MONDO:0002032	colon carcinoma	CARCINOMA OF THE COLON (RECURRENCE)	VOTUMUMAB	UMLS:C1520065	Votumumab	MONDO:0002032|UMLS:C1520065
MONDO:0002032	colon carcinoma	METASTATIC CARCINOMA OF THE COLON	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0002032|UNII:2S9ZZM9Q9V
MONDO:0002032	colon carcinoma	METASTATIC CARCINOMA OF THE COLON	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0002032|UNII:2S9ZZM9Q9V
MONDO:0002038	head and neck carcinoma	HEAD AND NECK CARCINOMA	DOCETAXEL HYDRATE	PUBCHEM.COMPOUND:46214236	Docetaxel hydrate	MONDO:0002038|PUBCHEM.COMPOUND:46214236
MONDO:0002040	dermatomycosis	DEEP SKIN INFECTION	DAPTOMYCIN	CHEBI:600103	daptomycin	MONDO:0002040|CHEBI:600103
MONDO:0002040	dermatomycosis	DEEP SKIN INFECTION	DAPTOMYCIN	CHEBI:600103	daptomycin	MONDO:0002040|CHEBI:600103
MONDO:0002040	dermatomycosis	DEEP SKIN INFECTION	DAPTOMYCIN	CHEBI:600103	daptomycin	MONDO:0002040|CHEBI:600103
MONDO:0002040	dermatomycosis	DEEP SKIN INFECTION	LINEZOLID	CHEBI:63607	Linezolid	MONDO:0002040|CHEBI:63607
MONDO:0002040	dermatomycosis	DEEP SKIN INFECTION	TIGECYCLINE	CHEBI:149836	Tigecycline	MONDO:0002040|CHEBI:149836
MONDO:0002041	fungal infectious disease	SERIOUS FUNGAL INFECTIONS CAUSED BY SCEDOSPORIUM SPP.	VORICONAZOLE	CHEBI:10023	Voriconazole	MONDO:0002041|CHEBI:10023
MONDO:0002041	fungal infectious disease	SEVERE OR REFRACTORY FUNGUS INFECTION	VORICONAZOLE	CHEBI:10023	Voriconazole	MONDO:0002041|CHEBI:10023
MONDO:0002047	pulmonary systemic sclerosis	CONGENITAL SYSTEMIC-TO-PULMONARY SHUNTS	BOSENTAN MONOHYDRATE	UMLS:C1529800	bosentan monohydrate	MONDO:0002047|UMLS:C1529800
MONDO:0002047	pulmonary systemic sclerosis	PAH ASSOCIATED WITH CONGENITAL SYSTEMIC-TO-PULMONARY SHUNTS AND EISENMENGERS PHYSIOLOGY	BOSENTAN	CHEBI:51450	Bosentan	MONDO:0002047|CHEBI:51450
MONDO:0002047	pulmonary systemic sclerosis	PULMONARY HYPERTENSION ASSOCIATED WITH SYSTEMIC SCLEROSIS	EPOPROSTENOL SODIUM	CHEBI:15552	Epoprostenol	MONDO:0002047|CHEBI:15552
MONDO:0002049	thrombocytopenia	THROMBOCYTOPENIA	AVATROMBOPAG	UNII:3H8GSZ4SQL	Avatrombopag	MONDO:0002049|UNII:3H8GSZ4SQL
MONDO:0002049	thrombocytopenia	THROMBOCYTOPENIA	AVATROMBOPAG MALEATE	UNII:3H8GSZ4SQL	Avatrombopag	MONDO:0002049|UNII:3H8GSZ4SQL
MONDO:0002049	thrombocytopenia	THROMBOCYTOPENIA	IMIGLUCERASE	UNII:Q6U6J48BWY	Imiglucerase	MONDO:0002049|UNII:Q6U6J48BWY
MONDO:0002049	thrombocytopenia	THROMBOCYTOPENIA	LUSUTROMBOPAG	CHEBI:136051	Lusutrombopag	MONDO:0002049|CHEBI:136051
MONDO:0002050	depressive disorder	DEPRESSIVE DISORDER	DULOXETINE	CHEBI:36796	duloxetine	MONDO:0002050|CHEBI:36796
MONDO:0002052	lymphadenitis	LYMPHADENITIS	CLAVULANATE POTASSIUM/AMOXICILLIN HYDRATE	CHEBI:2676	Amoxicillin	MONDO:0002052|CHEBI:2676
MONDO:0002076	pneumothorax	INOPERABLE SECONDARY INTRACTABLE PNEUMOTHORAX	TALC	PUBCHEM.COMPOUND:122173976	Talc	MONDO:0002076|PUBCHEM.COMPOUND:122173976
MONDO:0002108	thyroid cancer	ADVANCED OR METASTATIC THYROID CANCER	BLEOMYCIN HYDROCHLORIDE	PUBCHEM.COMPOUND:20832750	Bleomycin hydrochloride	MONDO:0002108|PUBCHEM.COMPOUND:20832750
MONDO:0002108	thyroid cancer	RET FUSION GENE-POSITIVE UNRESECTABLE THYROID CANCER	SELPERCATINIB	UNII:CEGM9YBNGD	Selpercatinib	MONDO:0002108|UNII:CEGM9YBNGD
MONDO:0002108	thyroid cancer	THYROID CANCER	FLUDEOXYGLUCOSE (18F)	CHEBI:31617	fludeoxyglucose (18F)	MONDO:0002108|CHEBI:31617
MONDO:0002108	thyroid cancer	THYROID CANCER	PAMIDRONATE DISODIUM	UNII:C7S8VWP5DH	PAMIDRONATE DISODIUM	MONDO:0002108|UNII:C7S8VWP5DH
MONDO:0002108	thyroid cancer	THYROID CANCER	POTASSIUM IODIDE	CHEBI:8346	Potassium Iodide	MONDO:0002108|CHEBI:8346
MONDO:0002108	thyroid cancer	THYROID CANCER	SELPERCATINIB	UNII:CEGM9YBNGD	Selpercatinib	MONDO:0002108|UNII:CEGM9YBNGD
MONDO:0002108	thyroid cancer	THYROID CANCER	THYROTROPIN HUMAN ALFA 	CHEBI:81567	Thyrotropin	MONDO:0002108|CHEBI:81567
MONDO:0002108	thyroid cancer	THYROID CANCER (UNRESECTABLE)	SORAFENIB TOSILATE	CHEBI:50924	Sorafenib	MONDO:0002108|CHEBI:50924
MONDO:0002108	thyroid cancer	UNRESECTABLE THYROID CANCER	LENVATINIB MESILATE	CHEBI:85994	Lenvatinib	MONDO:0002108|CHEBI:85994
MONDO:0002125	status epilepticus	STATUS EPILEPTICUS	FOSPHENYTOIN SODIUM HYDRATE	UNII:9X1NTA9SRP	Fosphenytoin Sodium Hydrate	MONDO:0002125|UNII:9X1NTA9SRP
MONDO:0002125	status epilepticus	STATUS EPILEPTICUS	LEVETIRACETAM	CHEBI:6437	Levetiracetam	MONDO:0002125|CHEBI:6437
MONDO:0002125	status epilepticus	STATUS EPILEPTICUS	LORAZEPAM	CHEBI:6539	Lorazepam	MONDO:0002125|CHEBI:6539
MONDO:0002125	status epilepticus	STATUS EPILEPTICUS	MIDAZOLAM	CHEBI:6931	Midazolam	MONDO:0002125|CHEBI:6931
MONDO:0002125	status epilepticus	STATUS EPILEPTICUS	MIDAZOLAM	CHEBI:6931	Midazolam	MONDO:0002125|CHEBI:6931
MONDO:0002125	status epilepticus	STATUS EPILEPTICUS	MIDAZOLAM	CHEBI:6931	Midazolam	MONDO:0002125|CHEBI:6931
MONDO:0002125	status epilepticus	STATUS EPILEPTICUS	PHENOBARBITAL SODIUM	CHEBI:8069	Phenobarbital	MONDO:0002125|CHEBI:8069
MONDO:0002129	bone cancer	MALIGNANT BONE TUMORS	DOXORUBICIN HYDROCHLORIDE	CHEBI:28748	Doxorubicin	MONDO:0002129|CHEBI:28748
MONDO:0002129	bone cancer	MALIGNANT BONE TUMORS	DOXORUBICIN HYDROCHLORIDE	CHEBI:28748	Doxorubicin	MONDO:0002129|CHEBI:28748
MONDO:0002129	bone cancer	MALIGNANT BONE TUMORS	IFOSFAMIDE	CHEBI:5864	Ifosfamide	MONDO:0002129|CHEBI:5864
MONDO:0002129	bone cancer	MALIGNANT BONE TUMORS	MESNA	CHEBI:31824	Mesna	MONDO:0002129|CHEBI:31824
MONDO:0002155	cholecystitis	CHOLECYSTITIS	CEFTOLOZANE  SULFATE/TAZOBACTAM SODIUM	RXCUI:1597612	ceftolozane / tazobactam Injectable Product	MONDO:0002155|RXCUI:1597612
MONDO:0002155	cholecystitis	CHOLECYSTITIS	PIPERACILLIN SODIUM	CHEBI:8232	Piperacillin	MONDO:0002155|CHEBI:8232
MONDO:0002155	cholecystitis	CHOLECYSTITIS	TAZOBACTAM/ PIPERACILLIN HYDRATE	RXCUI:74170	Zosyn	MONDO:0002155|RXCUI:74170
MONDO:0002155	cholecystitis	CHOLECYSTITIS	TIGECYCLINE	CHEBI:149836	Tigecycline	MONDO:0002155|CHEBI:149836
MONDO:0002158	fallopian tube cancer	ADVANCED OR METASTATIC FALLOPIAN TUBE CANCER	BLEOMYCIN HYDROCHLORIDE	PUBCHEM.COMPOUND:20832750	Bleomycin hydrochloride	MONDO:0002158|PUBCHEM.COMPOUND:20832750
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE CANCER	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0002158|UNII:2S9ZZM9Q9V
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE CANCER	OLAPARIB	CHEBI:83766	Olaparib	MONDO:0002158|CHEBI:83766
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE CANCER	PACLITAXEL	CHEBI:45863	Paclitaxel	MONDO:0002158|CHEBI:45863
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE CANCER	RUCAPARIB	CHEBI:134689	Rucaparib	MONDO:0002158|CHEBI:134689
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE CANCER (ADVANCED EPITHELIAL	NIRAPARIB	CHEBI:176844	Niraparib	MONDO:0002158|CHEBI:176844
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE CANCER (PLATINUM SENSITIVE RELAPSED HIGH GRADE SEROUS EPITHELIAL)	NIRAPARIB	CHEBI:176844	Niraparib	MONDO:0002158|CHEBI:176844
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0002158|UNII:2S9ZZM9Q9V
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0002158|UNII:2S9ZZM9Q9V
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0002158|UNII:2S9ZZM9Q9V
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0002158|UNII:2S9ZZM9Q9V
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0002158|UNII:2S9ZZM9Q9V
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0002158|UNII:2S9ZZM9Q9V
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0002158|UNII:2S9ZZM9Q9V
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0002158|UNII:2S9ZZM9Q9V
MONDO:0002158	fallopian tube cancer	FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0002158|UNII:2S9ZZM9Q9V
MONDO:0002203	constipation disorder	CHRONIC CONSTIPATION (EXCLUDING CONSTIPATION DUE TO ORGANIC DISEASES)	LACTULOSE CRYSTAL	CHEBI:6359	Lactulose	MONDO:0002203|CHEBI:6359
MONDO:0002203	constipation disorder	CHRONIC CONSTIPATION (EXCLUDING CONSTIPATION DUE TO ORGANIC DISEASES)	LINACLOTIDE	CHEBI:68551	Linaclotide	MONDO:0002203|CHEBI:68551
MONDO:0002203	constipation disorder	CHRONIC CONSTIPATION (EXCLUDING CONSTIPATION DUE TO ORGANIC DISEASES)	MACROGOL 4000/SODIUM CHLORIDE/SODIUM BICARBONATE/POTASSIUM CHLORIDE	CHEBI:26710	Sodium chloride	MONDO:0002203|CHEBI:26710
MONDO:0002203	constipation disorder	CONSTIPATION	MONOBASIC SODIUM PHOSPHATE MONOHYDRATE/DIBASIC SODIUM PHOSPHATE ANHYDROUS	CHEBI:34683	Sodium phosphate, dibasic	MONDO:0002203|CHEBI:34683
MONDO:0002203	constipation disorder	CONSTIPATION	OCTREOTIDE ACETATE	UNII:RWM8CCW8GP	Octreotide	MONDO:0002203|UNII:RWM8CCW8GP
MONDO:0002203	constipation disorder	CONSTIPATION	"SODIUM PICOSULFATE HYDRATE/ MAGNESIUM OXIDE/
ANHYDROUS CITRIC ACID"	CHEBI:32147	sodium picosulfate	MONDO:0002203|CHEBI:32147
MONDO:0002237	carbuncle	CARBUNCLE	DALBAVANCIN	CHEBI:82721	Dalbavancin	MONDO:0002237|CHEBI:82721
MONDO:0002239	post-surgical hypoinsulinemia	NAUSEA (POST-SURGICAL)	ONDANSETRON HYDROCHLORIDE HYDRATE	CHEBI:7773	Ondansetron	MONDO:0002239|CHEBI:7773
MONDO:0002239	post-surgical hypoinsulinemia	POST-SURGICAL RECOVERY	N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	MONDO:0002239|DRUGBANK:DB00083
MONDO:0002239	post-surgical hypoinsulinemia	POST-SURGICAL)	MORPHINE HYDROCHLORIDE	CHEBI:55340	morphine hydrochloride	MONDO:0002239|CHEBI:55340
MONDO:0002239	post-surgical hypoinsulinemia	POST-SURGICAL)	MORPHINE HYDROCHLORIDE	CHEBI:55340	morphine hydrochloride	MONDO:0002239|CHEBI:55340
MONDO:0002239	post-surgical hypoinsulinemia	VOMITING (POST-SURGICAL)	ONDANSETRON HYDROCHLORIDE HYDRATE	CHEBI:7773	Ondansetron	MONDO:0002239|CHEBI:7773
MONDO:0002245	blood platelet disease	PLATELET-DERIVED GROWTH FACTOR RECEPTOR (PDGFR) GENE RE-ARRANGEMENTS	IMATINIB	CHEBI:31690	imatinib methanesulfonate	MONDO:0002245|CHEBI:31690
MONDO:0002245	blood platelet disease	PLATELET-DERIVED GROWTH FACTOR RECEPTOR (PDGFR) GENE RE-ARRANGEMENTS	IMATINIB	CHEBI:31690	imatinib methanesulfonate	MONDO:0002245|CHEBI:31690
MONDO:0002251	hepatitis	ACTIVE LIVER INFLAMMATION	LAMIVUDINE	CHEBI:63577	Lamivudine	MONDO:0002251|CHEBI:63577
MONDO:0002251	hepatitis	AUTO-IMMUNE HEPATITIS	AZATHIOPRINE	CHEBI:2948	Azathioprine	MONDO:0002251|CHEBI:2948
MONDO:0002258	pharyngitis	PHARYNGITIS	SITAFLOXACIN HYDRATE	CHEBI:4304	sitafloxacin	MONDO:0002258|CHEBI:4304
MONDO:0002269	gastroenteritis	GASTROENTERITIS	ROTAVIRUS VACCINE, LIVE	RXCUI:493191	Rotarix	MONDO:0002269|RXCUI:493191
MONDO:0002277	arteriosclerosis disorder	CARDIOVASCULAR DISEASE	ALIROCUMAB 	UNII:PP0SHH6V16	Alirocumab	MONDO:0002277|UNII:PP0SHH6V16
MONDO:0002277	arteriosclerosis disorder	CARDIOVASCULAR DISEASE	ICOSAPENT ETHYL	CHEBI:84883	Icosapent ethyl	MONDO:0002277|CHEBI:84883
MONDO:0002277	arteriosclerosis disorder	CARDIOVASCULAR DISEASE	SULPHUR HEXAFLUORIDE	CHEBI:30496	Sulfur hexafluoride	MONDO:0002277|CHEBI:30496
MONDO:0002280	anemia	ANEMIA	EPOETIN BETA 	UNII:LR3UXN0193	Methoxy polyethylene glycol-epoetin beta	MONDO:0002280|UNII:LR3UXN0193
MONDO:0002280	anemia	ANEMIA	EPOETIN ZETA	MESH:C530192	epoetin zeta	MONDO:0002280|MESH:C530192
MONDO:0002280	anemia	ANEMIA	EPOETIN ZETA	MESH:C530192	epoetin zeta	MONDO:0002280|MESH:C530192
MONDO:0002280	anemia	ANEMIA	EPOETIN ZETA	MESH:C530192	epoetin zeta	MONDO:0002280|MESH:C530192
MONDO:0002280	anemia	ANEMIA	RELUGOLIX	UNII:P76B05O5V6	Relugolix	MONDO:0002280|UNII:P76B05O5V6
MONDO:0002280	anemia	ANEMIA (ADULT PATIENTS RECEIVING CHEMOTHERAPY FOR SOLID TUMOURS	EPOETIN ZETA	MESH:C530192	epoetin zeta	MONDO:0002280|MESH:C530192
MONDO:0002280	anemia	ANEMIA (ADULT PATIENTS RECEIVING CHEMOTHERAPY FOR SOLID TUMOURS	EPOETIN ZETA	MESH:C530192	epoetin zeta	MONDO:0002280|MESH:C530192
MONDO:0002280	anemia	ANEMIA (ASSOCIATED WITH CANCER)	EPOETIN THETA	CHEMBL.COMPOUND:CHEMBL2108290	epoetin theta	MONDO:0002280|CHEMBL.COMPOUND:CHEMBL2108290
MONDO:0002280	anemia	ANEMIA (CANCER)	DARBEPOETIN ALFA	CHEBI:81579	Erythropoietin	MONDO:0002280|CHEBI:81579
MONDO:0002280	anemia	ANEMIA (CRF)	DARBEPOETIN ALFA	CHEBI:81579	Erythropoietin	MONDO:0002280|CHEBI:81579
