drug|disease	disease ID labels	drug ID Label	drug ID	disease IDs	active ingredients in therapy	list of diseases
MONDO:0001566|CHEBI:8382	hypercalcemia disease	Prednisone	CHEBI:8382	MONDO:0001566	['PREDNISONE']	['CARCINOMATOUS HYPERCALCEMIA', 'HYPERCALCEMIA', 'NON-MALIGNANT HYPERCALCEMIA']
MONDO:0001566|DRUGBANK:DB00083	hypercalcemia disease	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0001566	['N/A FOR THIS COMBINATION DRUG']	['HYPERCALCEMIA']
MONDO:0001566|UNII:E58MLH082P	hypercalcemia disease	Evocalcet	UNII:E58MLH082P	MONDO:0001566	['EVOCALCET']	['HYPERCALCEMIA']
MONDO:0001569|CHEBI:6709	acoustic neuroma	Meclizine	CHEBI:6709	MONDO:0001569	['CROSCARMELLOSE, ANHYDROUS LACTOSE, MECLIZINE', 'MECLIZINE']	['ACOUSTIC NEUROMA']
MONDO:0001572|CHEBI:4903	leiomyoma	Ethinylestradiol	CHEBI:4903	MONDO:0001572	['ETHINYL ESTRADIOL, LEVOMEFOLIC ACID, DROSPIRENONE']	['FIBROIDS']
MONDO:0001577|CHEBI:3514	respiratory syncytial virus infectious disease	Ceftriaxone disodium salt hemiheptahydrate	CHEBI:3514	MONDO:0001577	['CEFTRIAXONE SODIUM']	['RESPIRATORY SYNCYTIAL VIRUS (RSV) INFECTION']
MONDO:0001577|CHEBI:63580	respiratory syncytial virus infectious disease	Ribavirin	CHEBI:63580	MONDO:0001577	['RIBAVIRIN']	['RESPIRATORY SYNCYTIAL VIRUS (RSV) INFECTION (SEVERE', 'RESPIRATORY SYNCYTIAL VIRUS INFECTION (RSV)']
MONDO:0001577|DRUGBANK:DB18714	respiratory syncytial virus infectious disease	Recombinant stabilized RSV B prefusion F antigen	DRUGBANK:DB18714	MONDO:0001577	['RECOMBINANT RESPIRATORY SYNCYTIAL VIRUS PRE-FUSION F PROTEIN, ADJUVANTED WITH AS01E', 'RECOMBINANT RESPIRATORY SYNCYTIAL VIRUS PREF3 ANTIGEN', 'RESPIRATORY SYNCYTIAL VIRUS VACCINE (BIVALENT, RECOMBINANT)', 'RESPIRATORY SYNCYTIAL VIRUS-A PREFUSION F PROTEIN\nRESPIRATORY SYNCYTIAL VIRUS-B PREFUSION F PROTEIN']	['LOWER RESPIRATORY TRACT DISEASE (LRTD) CAUSED BY RESPIRATORY SYNCYTIAL VIRUS', 'LOWER RESPIRATORY TRACT DISEASE CAUSED BY RESPIRATORY SYNCYTIAL VIRUS (RSV)', 'RESPIRATORY SYNCYTIAL VIRUS (RSV) INFECTION', 'RESPIRATORY SYNCYTIAL VIRUS INFECTION']
MONDO:0001577|UNII:DQ448MW7KS	respiratory syncytial virus infectious disease	Palivizumab	UNII:DQ448MW7KS	MONDO:0001577	['PALIVIZUMAB', 'PALIVIZUMAB ']	['RESPIRATORY SYNCYTIAL VIRUS (RSV)', 'RESPIRATORY SYNCYTIAL VIRUS (RSV) DISEASE', 'RESPIRATORY SYNCYTIAL VIRUS (RSV) INFECTION', 'RESPIRATORY SYNCYTIAL VIRUS INFECTION']
MONDO:0001577|UNII:VRN8S9CW5V	respiratory syncytial virus infectious disease	Nirsevimab	UNII:VRN8S9CW5V	MONDO:0001577	['NIRSEVIMAB', 'NIRSEVIMAB ']	['LOWER RESPIRATORY TRACT DISEASE CAUSED BY RESPIRATORY SYNCYTIAL (RS) VIRUS INFECTION', 'RESPIRATORY SYNCYTIAL VIRUS (RSV) LOWER RESPIRATORY TRACT DISEASE']
MONDO:0001584|CHEBI:8382	ocular motility disease	Prednisone	CHEBI:8382	MONDO:0001584	['PREDNISONE']	['CERTAIN OCULAR DISORDERS', 'CERTAIN OCULAR DISORDERS (E.G.']
MONDO:0001586|UNII:WP58SVM6R4	mucopolysaccharidosis type 1	Laronidase	UNII:WP58SVM6R4	MONDO:0001586	['LARONIDASE', 'LARONIDASE ']	['MUCOPOLYSACCHARIDOSIS I', 'MUCOPOLYSACCHARIDOSIS I (MPS I; ALPHA-L-IDURONIDASE DEFICIENCY)']
MONDO:0001590|CHEBI:49375	quadriplegia	Dasatinib	CHEBI:49375	MONDO:0001590	['DASATINIB (ANHYDROUS)']	['PH+ ALL']
MONDO:0001590|CHEBI:8382	quadriplegia	Prednisone	CHEBI:8382	MONDO:0001590	['PREDNISONE']	['ALL)']
MONDO:0001592|CHEBI:6888	prolapse of female genital organ	Methylprednisolone	CHEBI:6888	MONDO:0001592	['METHYLPREDNISOLONE']	['PREVENTION OF ORGAN REJECTION)']
MONDO:0001592|CHEBI:8382	prolapse of female genital organ	Prednisone	CHEBI:8382	MONDO:0001592	['PREDNISONE']	['PREVENTION OF REJECTION FOLLOWING ORGAN TRANSPLANTATION']
MONDO:0001593|CHEBI:27902	rectal disorder	Tetracycline	CHEBI:27902	MONDO:0001593	['TETRACYCLINE']	['ENDOCERVICAL OR RECTAL INFECTIONS', 'OR RECTAL INFECTIONS']
MONDO:0001593|CHEBI:4846	rectal disorder	ERYTHROMYCIN ESTOLATE	CHEBI:4846	MONDO:0001593	['ERYTHROMYCIN']	['OR RECTAL INFECTIONS']
MONDO:0001595|CHEBI:7963	choreatic disease	PENICILLIN G POTASSIUM	CHEBI:7963	MONDO:0001595	['PENICILLIN G']	['CHOREA']
MONDO:0001595|CHEBI:7967	choreatic disease	PENICILLIN V POTASSIUM	CHEBI:7967	MONDO:0001595	['PENICILLIN V']	['CHOREA', 'RECURRENCE FOLLOWING CHOREA']
MONDO:0001595|CHEBI:8069	choreatic disease	Phenobarbital	CHEBI:8069	MONDO:0001595	['PHENOBARBITAL']	['CHOREA']
MONDO:0001596|CHEBI:8060	hypochondriasis	Phenelzine	CHEBI:8060	MONDO:0001596	['PHENELZINE']	['HYPOCHONDRIASIS']
MONDO:0001601|CHEBI:34730	Plasmodium ovale malaria	DOXYCYCLINE HYCLATE	CHEBI:34730	MONDO:0001601	['DOXYCYCLINE ANHYDROUS']	['INFECTIONS CAUSED BY  PLASMODIUM OVALE']
MONDO:0001601|CHEBI:3638	Plasmodium ovale malaria	Chloroquine	CHEBI:3638	MONDO:0001601	['CHLOROQUINE']	['MALARIA DUE TO SUSCEPTIBLE STRAINS OF P. OVALE', 'P. OVALE', 'UNCOMPLICATED MALARIA DUE TO SUSCEPTIBLE STRAINS OF P. OVALE']
MONDO:0001601|CHEBI:5801	Plasmodium ovale malaria	Hydroxychloroquine	CHEBI:5801	MONDO:0001601	['HYDROXYCHLOROQUINE']	['MALARIA (UNCOMPLICATED) DUE TO PLASMODIUM OVALE', 'MALARIA DUE TO P. OVALE', 'MALARIA DUE TO PLASMODIUM OVALE', 'MALARIA DUE TO PLASMODIUM OVALE (1.1)', 'UNCOMPLICATED MALARIA DUE TO P. OVALE', 'UNCOMPLICATED MALARIA DUE TO PLASMODIUM OVALE']
MONDO:0001601|CHEBI:6719	Plasmodium ovale malaria	Mefloquine hydrochloride	CHEBI:6719	MONDO:0001601	['MEFLOQUINE']	['MALARIA CAUSED BY P. OVALE (INSUFFICIENT DATA)']
MONDO:0001601|UNII:H0982HF78B	Plasmodium ovale malaria	PRIMAQUINE PHOSPHATE	UNII:H0982HF78B	MONDO:0001601	['PRIMAQUINE PHOSPHATE']	['MALARIA CAUSED BY PLASMODIUM OVALE']
MONDO:0001609|CHEBI:6888	agranulocytosis	Methylprednisolone	CHEBI:6888	MONDO:0001609	['METHYLPREDNISOLONE']	['AGRANULOCYTOSIS)']
MONDO:0001620|CHEBI:27902	louse-borne relapsing fever	Tetracycline	CHEBI:27902	MONDO:0001620	['TETRACYCLINE']	['RELAPSING FEVER CAUSED BY BORRELIA SP.']
MONDO:0001620|CHEBI:34730	louse-borne relapsing fever	DOXYCYCLINE HYCLATE	CHEBI:34730	MONDO:0001620	['DOXYCYCLINE ANHYDROUS', 'DOXYCYCLINE ANHYDROUS, FOOD YELLOW 3 FREE ACID, TETRAIODOFLUORESCEIN', 'DOXYCYCLINE ANHYDROUS, TETRAIODOFLUORESCEIN']	['RELAPSING FEVER (DUE TO BORRELIA RECURRENTIS)', 'RELAPSING FEVER DUE TO BORRELIA RECURRENTIS']
MONDO:0001620|CHEBI:4392	louse-borne relapsing fever	Demeclocycline	CHEBI:4392	MONDO:0001620	['DEMECLOCYCLINE']	['RELAPSING FEVER DUE TO BORRELIA RECURRENTIS']
MONDO:0001620|CHEBI:50694	louse-borne relapsing fever	Minocycline	CHEBI:50694	MONDO:0001620	['FOOD YELLOW 3 FREE ACID, MINOCYCLINE, TETRAIODOFLUORESCEIN', 'MINOCYCLINE']	['RELAPSING FEVER DUE TO BORRELIA RECURRENTIS']
MONDO:0001620|CHEBI:6446	louse-borne relapsing fever	levothyroxine sodium anhydrous	CHEBI:6446	MONDO:0001620	['DOXYCYCLINE ANHYDROUS, ANHYDROUS LACTOSE']	['RELAPSING FEVER DUE TO BORRELIA RECURRENTIS']
MONDO:0001620|CHEBI:82405	louse-borne relapsing fever	Benzoyl peroxide	CHEBI:82405	MONDO:0001620	['DOXYCYCLINE ANHYDROUS, BENZOYL PEROXIDE']	['RELAPSING FEVER DUE TO BORRELIA RECURRENTIS']
MONDO:0001621|CHEBI:34730	tick-borne relapsing fever	DOXYCYCLINE HYCLATE	CHEBI:34730	MONDO:0001621	['DOXYCYCLINE ANHYDROUS']	['TICK-BORNE RELAPSING FEVER']
MONDO:0001626|CHEBI:31485	traumatic glaucoma	Difluprednate	CHEBI:31485	MONDO:0001626	['DIFLUPREDNATE']	['INFLAMMATION (ASSOCIATED WITH OCULAR SURGERY)', 'INFLAMMATION ASSOCIATED WITH OCULAR SURGERY']
MONDO:0001627|CHEBI:135927	dementia	Epicriptine	CHEBI:135927	MONDO:0001627	['EPICRIPTINE, DIHYDROERGOCRISTINE, DIHYDROERGOCORNINE, DIHYDRO-.ALPHA.-ERGOCRYPTINE']	['PRIMARY PROGRESSIVE DEMENTIA']
MONDO:0001628|CHEBI:27779	tinea unguium	Griseofulvin	CHEBI:27779	MONDO:0001628	['GRISEOFULVIN']	['TINEA UNGUIUM', 'TINEA UNGUIUM (ONYCHOMYCOSIS', 'TINEA UNGUIUM (ONYCHOMYCOSIS; RINGWORM OF THE NAILS)']
MONDO:0001628|CHEBI:34825	tinea unguium	Luliconazole	CHEBI:34825	MONDO:0001628	['LULICONAZOLE']	['ONYCHOMYCOSIS', 'TINEA UNGUIUM']
MONDO:0001628|CHEBI:453011	tinea unguium	Ciclopirox	CHEBI:453011	MONDO:0001628	['CICLOPIROX']	['ONYCHOMYCOSIS', 'ONYCHOMYCOSIS (NAIL FUNGUS)', 'ONYCHOMYCOSIS OF FINGERNAILS AND TOENAILS WITHOUT LUNULA INVOLVEMENT']
MONDO:0001628|CHEBI:6076	tinea unguium	Itraconazole	CHEBI:6076	MONDO:0001628	['ITRACONAZOLE']	['DUE TO DERMATOPHYTES (TINEA UNGUIUM)', 'ONYCHOMYCOSIS', 'ONYCHOMYCOSIS OF THE FINGERNAIL (TINEA UNGUIUM)', 'ONYCHOMYCOSIS OF THE FINGERNAIL DUE TO DERMATOPHYTES (TINEA UNGUIUM)', 'ONYCHOMYCOSIS OF THE TOENAIL (TINEA UNGUIUM)', 'ONYCHOMYCOSIS OF THE TOENAIL (WITH OR WITHOUT FINGERNAIL INVOLVEMENT) DUE TO DERMATOPHYTES (TINEA UNGUIUM)']
MONDO:0001628|CHEBI:82718	tinea unguium	Efinaconazole	CHEBI:82718	MONDO:0001628	['EFINACONAZOLE']	['TINEA UNGUIUM']
MONDO:0001628|CHEBI:9448	tinea unguium	Terbinafine	CHEBI:9448	MONDO:0001628	['TERBINAFINE']	['ONYCHOMYCOSIS', 'ONYCHOMYCOSIS OF THE FINGERNAIL (TINEA UNGUIUM)', 'ONYCHOMYCOSIS OF THE FINGERNAIL DUE TO DERMATOPHYTES (TINEA UNGUIUM)', 'ONYCHOMYCOSIS OF THE TOENAIL DUE TO DERMATOPHYTES (TINEA UNGUIUM)', 'ONYCHOMYCOSIS OF THE TOENAIL OR FINGERNAIL DUE TO DERMATOPHYTES (TINEA UNGUIUM)', 'TINEA UNGUIUM']
MONDO:0001638|UNII:AQK7UBA1LS	protein-deficiency anemia	Luspatercept	UNII:AQK7UBA1LS	MONDO:0001638	['LUSPATERCEPT']	['TRANSFUSION-DEPENDENT ANAEMIA DUE TO VERY LOW']
MONDO:0001641|CHEBI:8382	severe pre-eclampsia	Prednisone	CHEBI:8382	MONDO:0001641	['PREDNISONE']	['CERTAIN TYPES OF SEVERE SHOCK', 'TREATMENT OF SEVERE']
MONDO:0001644|CHEBI:3640	acute proliferative glomerulonephritis	Chlorothiazide	CHEBI:3640	MONDO:0001644	['CHLOROTHIAZIDE']	['EDEMA ASSOCIATED WITH ACUTE GLOMERULONEPHRITIS', 'EDEMA DUE TO ACUTE GLOMERULONEPHRITIS']
MONDO:0001644|CHEBI:3654	acute proliferative glomerulonephritis	Chlorthalidone	CHEBI:3654	MONDO:0001644	['CHLORTHALIDONE']	['EDEMA (ACUTE GLOMERULONEPHRITIS)', 'EDEMA (ASSOCIATED WITH ACUTE GLOMERULONEPHRITIS)', 'EDEMA ASSOCIATED WITH ACUTE GLOMERULONEPHRITIS', 'EDEMA DUE TO ACUTE GLOMERULONEPHRITIS']
MONDO:0001644|CHEBI:5778	acute proliferative glomerulonephritis	Hydrochlorothiazide	CHEBI:5778	MONDO:0001644	['HYDROCHLOROTHIAZIDE']	['EDEMA DUE TO ACUTE GLOMERULONEPHRITIS']
MONDO:0001644|CHEBI:6446	acute proliferative glomerulonephritis	levothyroxine sodium anhydrous	CHEBI:6446	MONDO:0001644	['FOOD YELLOW 3 FREE ACID, HYDROCHLOROTHIAZIDE, ANHYDROUS LACTOSE']	['EDEMA DUE TO ACUTE GLOMERULONEPHRITIS']
MONDO:0001644|CHEBI:8382	acute proliferative glomerulonephritis	Prednisone	CHEBI:8382	MONDO:0001644	['PREDNISONE']	['HYPERTENSION ASSOCIATED WITH ACUTE GLOMERULONEPHRITIS']
MONDO:0001648|CHEBI:10023	esophageal candidiasis	Voriconazole	CHEBI:10023	MONDO:0001648	['VORICONAZOLE']	['ESOPHAGEAL CANDIDIASIS']
MONDO:0001648|CHEBI:34825	esophageal candidiasis	Luliconazole	CHEBI:34825	MONDO:0001648	['LULICONAZOLE']	['ESOPHAGEAL CANDIDIASIS']
MONDO:0001648|CHEBI:3764	esophageal candidiasis	Clotrimazole	CHEBI:3764	MONDO:0001648	['CLOTRIMAZOLE']	['CANDIDIASIS (DUE TO CANDIDA ALBICANS)', 'CANDIDIASIS DUE TO CANDIDA ALBICANS']
MONDO:0001648|CHEBI:46081	esophageal candidiasis	Fluconazole	CHEBI:46081	MONDO:0001648	['CROSCARMELLOSE, FLUCONAZOLE', 'FLUCONAZOLE']	['ESOPHAGEAL CANDIDIASIS', 'OROPHARYNGEAL AND ESOPHAGEAL CANDIDIASIS']
MONDO:0001648|CHEBI:55346	esophageal candidiasis	Anidulafungin	CHEBI:55346	MONDO:0001648	['ANIDULAFUNGIN']	['ESOPHAGEAL CANDIDIASIS']
MONDO:0001648|CHEBI:59900	esophageal candidiasis	caspofungin acetate	CHEBI:59900	MONDO:0001648	['CASPOFUNGIN', 'CASPOFUNGIN ACETATE']	['ESOPHAGEAL CANDIDIASIS']
MONDO:0001648|CHEBI:6076	esophageal candidiasis	Itraconazole	CHEBI:6076	MONDO:0001648	['ITRACONAZOLE']	['ESOPHAGEAL CANDIDIASIS', 'OESOPHAGEAL CANDIDIASIS']
MONDO:0001648|CHEBI:6375	esophageal candidiasis	Lansoprazole	CHEBI:6375	MONDO:0001648	['LANSOPRAZOLE']	['MAINTENANCE OF HEALING OF EROSIVE ESOPHAGITIS (PREVENTION OF RELAPSE)']
MONDO:0001648|CHEBI:6923	esophageal candidiasis	Miconazole	CHEBI:6923	MONDO:0001648	['MICONAZOLE']	['OROPHARYNGEAL CANDIDIASIS CAUSED BY CANDIDA']
MONDO:0001648|CHEBI:7660	esophageal candidiasis	nystatin	CHEBI:7660	MONDO:0001648	['NYSTATIN']	['CANDIDIASIS (NON-ESOPHAGEAL MUCUS MEMBRANE GASTROINTESTINAL)']
MONDO:0001648|CHEBI:80105	esophageal candidiasis	MICAFUNGIN SODIUM	CHEBI:80105	MONDO:0001648	['MICAFUNGIN']	['CANDIDA ABSCESSES', 'ESOPHAGEAL CANDIDIASIS']
MONDO:0001648|PUBCHEM.COMPOUND:78357831	esophageal candidiasis	micafungin	PUBCHEM.COMPOUND:78357831	MONDO:0001648	['MICAFUNGIN']	['OESOPHAGEAL CANDIDIASIS']
MONDO:0001650|CHEBI:59936	acute cystitis	ciprofloxacin hydrochloride hydrate	CHEBI:59936	MONDO:0001650	['CIPROFLOXACIN']	['ACUTE UNCOMPLICATED CYSTITIS', 'ACUTE UNCOMPLICATED CYSTITIS IN FEMALES', 'ACUTE UNCOMPLICATED CYSTITIS IN WOMEN']
MONDO:0001650|CHEBI:63598	acute cystitis	Levofloxacin	CHEBI:63598	MONDO:0001650	['LEVOFLOXACIN ANHYDROUS']	['ACUTE UNCOMPLICATED CYSTITIS']
MONDO:0001650|CHEBI:71415	acute cystitis	Nitrofurantoin	CHEBI:71415	MONDO:0001650	['NITROFURANTOIN']	['ACUTE CYSTITIS', 'ACUTE CYSTITIS (ACUTE UNCOMPLICATED URINARY TRACT INFECTIONS)', 'ACUTE CYSTITIS (CAUSED BY ESCHERICHIA COLI OR STAPHYLOCOCCUS SAPROPHYTICUS)', 'ACUTE CYSTITIS (CAUSED BY SUSCEPTIBLE STRAINS OF ESCHERICHIA COLI OR STAPHYLOCOCCUS SAPROPHYTICUS)', 'ACUTE CYSTITIS (UNCOMPLICATED)', 'ACUTE UNCOMPLICATED URINARY TRACT INFECTIONS (ACUTE CYSTITIS)', 'ACUTE UNCOMPLICATED URINARY TRACT INFECTIONS (ACUTE CYSTITIS) CAUSED BY SUSCEPTIBLE STRAINS OF ESCHERICHIA COLI', 'ACUTE UNCOMPLICATED URINARY TRACT INFECTIONS (ACUTE CYSTITIS) CAUSED BY SUSCEPTIBLE STRAINS OF ESCHERICHIA COLI OR STAPHYLOCOCCUS SAPROPHYTICUS', 'ACUTE UNCOMPLICATED URINARY TRACT INFECTIONS (ACUTE CYSTITIS) CAUSED BY SUSCEPTIBLE STRAINS OF STAPHYLOCOCCUS SAPROPHYTICUS']
MONDO:0001657|CHEBI:31713	brain cancer	Iothalamic acid	CHEBI:31713	MONDO:0001657	['IOTHALAMIC ACID']	['CONTRAST ENHANCEMENT OF COMPUTED TOMOGRAPHIC BRAIN IMAGES (DIAGNOSTIC/CONTRAST/RADIOLABEL)']
MONDO:0001657|CHEBI:5864	brain cancer	Ifosfamide	CHEBI:5864	MONDO:0001657	['IFOSFAMIDE']	['BRAIN CANCER']
MONDO:0001657|UNII:L63605PZ70	brain cancer	TALAPORFIN SODIUM	UNII:L63605PZ70	MONDO:0001657	['TALAPORFIN SODIUM']	['PRIMARY MALIGNANT BRAIN TUMOR']
MONDO:0001660|UNII:ZL1R02VT79	proliferative diabetic retinopathy	Ranibizumab	UNII:ZL1R02VT79	MONDO:0001660	['RANIBIZUMAB']	['PROLIFERATIVE DIABETIC RETINOPATHY (PDR)']
MONDO:0001670|CHEBI:4975	tooth resorption	Famotidine	CHEBI:4975	MONDO:0001670	['FAMOTIDINE']	['TREATMENT OF PATHOLOGICAL HYPERSECRETORY CONDITIONS (E.G.']
MONDO:0001670|CHEBI:7915	tooth resorption	Pantoprazole	CHEBI:7915	MONDO:0001670	['PANTOPRAZOLE']	['LONG-TERM MANAGEMENT OF PATHOLOGICAL HYPERSECRETORY CONDITIONS (E.G.', 'LONG-TERM TREATMENT OF PATHOLOGICAL HYPERSECRETORY CONDITIONS (E.G.', 'TREATMENT OF PATHOLOGICAL HYPERSECRETORY CONDITIONS', 'TREATMENT OF PATHOLOGICAL HYPERSECRETORY CONDITIONS (E.G.']
MONDO:0001673|CHEBI:17544	diarrheal disease	hydrogencarbonate	CHEBI:17544	MONDO:0001673	['BICARBONATE ION']	['CERTAIN DIARRHEAL STATES']
MONDO:0001673|CHEBI:29103	diarrheal disease	Potassium cation	CHEBI:29103	MONDO:0001673	['POTASSIUM CATION']	['CERTAIN DIARRHEAL STATES']
MONDO:0001673|CHEBI:2955	diarrheal disease	Azithromycin	CHEBI:2955	MONDO:0001673	['AZITHROMYCIN ANHYDROUS']	['PREVENTION OF TRAVELER’S DIARRHEA']
MONDO:0001676|CHEBI:136034	erythropoietic protoporphyria	Afamelanotide	CHEBI:136034	MONDO:0001676	['AFAMELANOTIDE']	['ERYTHROPOIETIC PROTOPORPHYRIA', 'ERYTHROPOIETIC PROTOPORPHYRIA (EPP)']
MONDO:0001684|CHEBI:81916	exocrine pancreatic insufficiency	Pancrelipase	CHEBI:81916	MONDO:0001684	['PANCRELIPASE']	['PANCREATIC EXOCRINE INSUFFICIENCY']
MONDO:0001684|DRUGBANK:DB11065	exocrine pancreatic insufficiency	Pancrelipase amylase	DRUGBANK:DB11065	MONDO:0001684	['PANCRELIPASE AMYLASE, PANCRELIPASE LIPASE, PANCRELIPASE PROTEASE']	['EXOCRINE PANCREATIC INSUFFICIENCY', 'EXOCRINE PANCREATIC INSUFFICIENCY (DUE TO CHRONIC PANCREATITIS)', 'EXOCRINE PANCREATIC INSUFFICIENCY (DUE TO CYSTIC FIBROSIS)', 'EXOCRINE PANCREATIC INSUFFICIENCY (DUE TO OTHER CONDITIONS)', 'EXOCRINE PANCREATIC INSUFFICIENCY (DUE TO PANCREATECTOMY)']
MONDO:0001700|CHEBI:15640	megaloblastic anemia	Leucovorin	CHEBI:15640	MONDO:0001700	['LEUCOVORIN']	['MEGALOBLASTIC ANEMIAS']
MONDO:0001700|CHEBI:17439	megaloblastic anemia	Cyanocobalamin	CHEBI:17439	MONDO:0001700	['FERRIC CATION, FOLIC ACID, CYANOCOBALAMIN']	['NUTRITIONAL MEGALOBLASTIC ANEMIAS']
MONDO:0001700|CHEBI:22652	megaloblastic anemia	Ascorbic acid	CHEBI:22652	MONDO:0001700	['FERROUS CATION, ASCORBIC ACID, FOLIC ACID, CYANOCOBALAMIN']	['MEGALOBLASTIC ANEMIAS']
MONDO:0001700|CHEBI:27470	megaloblastic anemia	Folic acid	CHEBI:27470	MONDO:0001700	['FOLIC ACID']	['MEGALOBLASTIC ANEMIA']
MONDO:0001701|CHEBI:59936	gastrointestinal anthrax	ciprofloxacin hydrochloride hydrate	CHEBI:59936	MONDO:0001701	['CIPROFLOXACIN']	['GASTROINTESTINAL ANTHRAX (POST-EXPOSURE)']
MONDO:0001705|CHEBI:3077	pure red-cell aplasia	Betamethasone	CHEBI:3077	MONDO:0001705	['BETAMETHASONE']	['PURE RED CELL APLASIA']
MONDO:0001705|CHEBI:4462	pure red-cell aplasia	DEXAMETHASONE SODIUM PHOSPHATE	CHEBI:4462	MONDO:0001705	['DEXAMETHASONE']	['PURE RED CELL APLASIA']
MONDO:0001705|CHEBI:5781	pure red-cell aplasia	HYDROCORTISONE SODIUM PHOSPHATE	CHEBI:5781	MONDO:0001705	['HYDROCORTISONE']	['PURE RED CELL APLASIA']
MONDO:0001705|CHEBI:6446	pure red-cell aplasia	levothyroxine sodium anhydrous	CHEBI:6446	MONDO:0001705	['FOOD YELLOW 3 FREE ACID, DEXAMETHASONE, ANHYDROUS LACTOSE']	['PURE RED CELL APLASIA']
MONDO:0001705|CHEBI:6456	pure red-cell aplasia	Lidocaine	CHEBI:6456	MONDO:0001705	['LIDOCAINE, BUPIVACAINE, METHYLPREDNISOLONE', 'LIDOCAINE, ISOPROPYL ALCOHOL, BETAMETHASONE, IODINE', 'LIDOCAINE, ISOPROPYL ALCOHOL, IODINE, METHYLPREDNISOLONE', 'LIDOCAINE, ISOPROPYL ALCOHOL, METHYLPREDNISOLONE']	['PURE RED CELL APLASIA']
MONDO:0001705|CHEBI:6888	pure red-cell aplasia	Methylprednisolone	CHEBI:6888	MONDO:0001705	['METHYLPREDNISOLONE', 'METHYLPREDNISOLONE, ANHYDROUS LACTOSE']	['PURE RED CELL APLASIA']
MONDO:0001705|CHEBI:8378	pure red-cell aplasia	Prednisolone	CHEBI:8378	MONDO:0001705	['PREDNISOLONE', 'PREDNISOLONE, SACCHARIN']	['PURE RED CELL APLASIA']
MONDO:0001705|CHEBI:8382	pure red-cell aplasia	Prednisone	CHEBI:8382	MONDO:0001705	['PREDNISONE']	['AND ACQUIRED PURE RED CELL APLASIA)', 'PURE RED CELL APLASIA)']
MONDO:0001705|CHEBI:9667	pure red-cell aplasia	Triamcinolone	CHEBI:9667	MONDO:0001705	['BUPIVACAINE, IODINE, CHLORIDE ION, LIDOCAINE, ISOPROPYL ALCOHOL, TRIAMCINOLONE ACETONIDE, SODIUM CATION', 'ISOPROPYL ALCOHOL, IODINE, TRIAMCINOLONE ACETONIDE', 'LIDOCAINE, AMMONIA, IODINE, TRIAMCINOLONE ACETONIDE', 'LIDOCAINE, IODINE, TRIAMCINOLONE ACETONIDE', 'TRIAMCINOLONE', 'TRIAMCINOLONE ACETONIDE']	['PURE RED CELL APLASIA']
MONDO:0001707|CHEBI:31617	cardiac sarcoidosis	fludeoxyglucose (18F)	CHEBI:31617	MONDO:0001707	['FLUDEOXYGLUCOSE (18F)']	['CARDIAC SARCOIDOSIS']
MONDO:0001708|CHEBI:5781	pulmonary sarcoidosis	HYDROCORTISONE SODIUM PHOSPHATE	CHEBI:5781	MONDO:0001708	['HYDROCORTISONE']	['PULMONARY SARCOIDOSIS']
MONDO:0001708|CHEBI:6888	pulmonary sarcoidosis	Methylprednisolone	CHEBI:6888	MONDO:0001708	['METHYLPREDNISOLONE']	['PULMONARY EXACERBATIONS OF SARCOIDOSIS', 'PULMONARY SARCOIDOSIS']
MONDO:0001708|CHEBI:8378	pulmonary sarcoidosis	Prednisolone	CHEBI:8378	MONDO:0001708	['PREDNISOLONE']	['PULMONARY SARCOIDOSIS']
MONDO:0001708|CHEBI:8382	pulmonary sarcoidosis	Prednisone	CHEBI:8382	MONDO:0001708	['PREDNISONE']	['CHRONIC PULMONARY SARCOIDOSIS', 'PULMONARY SARCOIDOSIS']
MONDO:0001711|CHEBI:5781	hepatic encephalopathy	HYDROCORTISONE SODIUM PHOSPHATE	CHEBI:5781	MONDO:0001711	['HYDROCORTISONE']	['HEPATIC ENCEPHALOPATHY']
MONDO:0001711|CHEBI:6359	hepatic encephalopathy	Lactulose	CHEBI:6359	MONDO:0001711	['LACTULOSE']	['PORTAL-SYSTEMIC ENCEPHALOPATHY']
MONDO:0001711|CHEBI:7507	hepatic encephalopathy	Framycetin	CHEBI:7507	MONDO:0001711	['NEOMYCIN']	['HEPATIC COMA (PORTAL-SYSTEMIC ENCEPHALOPATHY)']
MONDO:0001711|CHEBI:75246	hepatic encephalopathy	Rifaximin	CHEBI:75246	MONDO:0001711	['RIFAXIMIN']	['HEPATIC ENCEPHALOPATHY']
MONDO:0001711|CHEBI:8382	hepatic encephalopathy	Prednisone	CHEBI:8382	MONDO:0001711	['PREDNISONE']	['HEPATIC ENCEPHALOPATHY']
MONDO:0001713|CHEBI:17824	inherited aplastic anemia	Isopropyl alcohol	CHEBI:17824	MONDO:0001713	['IODINE, ISOPROPYL ALCOHOL, DEXAMETHASONE']	['CONGENITAL (ERYTHROID) HYPOPLASTIC ANEMIA']
MONDO:0001713|CHEBI:3215	inherited aplastic anemia	Bupivacaine	CHEBI:3215	MONDO:0001713	['BUPIVACAINE, DEXAMETHASONE', 'ISOPROPYL ALCOHOL, BUPIVACAINE, DEXAMETHASONE']	['CONGENITAL (ERYTHROID) HYPOPLASTIC ANEMIA']
